Name,ReferenceDate,DailyReturn
S&P 500 Total Return Index,1/11/06,0.3602
S&P 500 Total Return Index,1/12/06,-0.627
S&P 500 Total Return Index,1/13/06,0.1213
S&P 500 Total Return Index,1/17/06,-0.3628
S&P 500 Total Return Index,1/18/06,-0.3791
S&P 500 Total Return Index,1/19/06,0.5568
S&P 500 Total Return Index,1/20/06,-1.8319
S&P 500 Total Return Index,1/23/06,0.1865
S&P 500 Total Return Index,1/24/06,0.242
S&P 500 Total Return Index,1/25/06,-0.17
S&P 500 Total Return Index,1/26/06,0.7256
S&P 500 Total Return Index,1/27/06,0.7868
S&P 500 Total Return Index,1/30/06,0.1194
S&P 500 Total Return Index,1/31/06,-0.3973
S&P 500 Total Return Index,2/1/06,0.1971
S&P 500 Total Return Index,2/2/06,-0.8796
S&P 500 Total Return Index,2/3/06,-0.5284
S&P 500 Total Return Index,2/6/06,0.0804
S&P 500 Total Return Index,2/7/06,-0.8069
S&P 500 Total Return Index,2/8/06,0.9081
S&P 500 Total Return Index,2/9/06,-0.1429
S&P 500 Total Return Index,2/10/06,0.2559
S&P 500 Total Return Index,2/13/06,-0.3115
S&P 500 Total Return Index,2/14/06,1.0157
S&P 500 Total Return Index,2/15/06,0.3739
S&P 500 Total Return Index,2/16/06,0.7405
S&P 500 Total Return Index,2/17/06,-0.1652
S&P 500 Total Return Index,2/21/06,-0.3269
S&P 500 Total Return Index,2/22/06,0.7613
S&P 500 Total Return Index,2/23/06,-0.3515
S&P 500 Total Return Index,2/24/06,0.1418
S&P 500 Total Return Index,2/27/06,0.3803
S&P 500 Total Return Index,2/28/06,-1.0384
S&P 500 Total Return Index,3/1/06,0.8532
S&P 500 Total Return Index,3/2/06,-0.1618
S&P 500 Total Return Index,3/3/06,-0.1462
S&P 500 Total Return Index,3/6/06,-0.693
S&P 500 Total Return Index,3/7/06,-0.1814
S&P 500 Total Return Index,3/8/06,0.2318
S&P 500 Total Return Index,3/9/06,-0.4863
S&P 500 Total Return Index,3/10/06,0.7351
S&P 500 Total Return Index,3/13/06,0.2292
S&P 500 Total Return Index,3/14/06,1.0393
S&P 500 Total Return Index,3/15/06,0.4339
S&P 500 Total Return Index,3/16/06,0.1794
S&P 500 Total Return Index,3/17/06,0.1478
S&P 500 Total Return Index,3/20/06,-0.1657
S&P 500 Total Return Index,3/21/06,-0.6003
S&P 500 Total Return Index,3/22/06,0.6039
S&P 500 Total Return Index,3/23/06,-0.2578
S&P 500 Total Return Index,3/24/06,0.0986
S&P 500 Total Return Index,3/27/06,-0.1036
S&P 500 Total Return Index,3/28/06,-0.6433
S&P 500 Total Return Index,3/29/06,0.7656
S&P 500 Total Return Index,3/30/06,-0.1975
S&P 500 Total Return Index,3/31/06,-0.4161
S&P 500 Total Return Index,4/3/06,0.2313
S&P 500 Total Return Index,4/4/06,0.6359
S&P 500 Total Return Index,4/5/06,0.4404
S&P 500 Total Return Index,4/6/06,-0.1676
S&P 500 Total Return Index,4/7/06,-1.0337
S&P 500 Total Return Index,4/10/06,0.0878
S&P 500 Total Return Index,4/11/06,-0.7565
S&P 500 Total Return Index,4/12/06,0.1212
S&P 500 Total Return Index,4/13/06,0.0776
S&P 500 Total Return Index,4/17/06,-0.2939
S&P 500 Total Return Index,4/18/06,1.7362
S&P 500 Total Return Index,4/19/06,0.1841
S&P 500 Total Return Index,4/20/06,0.12
S&P 500 Total Return Index,4/21/06,-0.012
S&P 500 Total Return Index,4/24/06,-0.2402
S&P 500 Total Return Index,4/25/06,-0.4871
S&P 500 Total Return Index,4/26/06,0.292
S&P 500 Total Return Index,4/27/06,0.3576
S&P 500 Total Return Index,4/28/06,0.0703
S&P 500 Total Return Index,5/1/06,-0.4133
S&P 500 Total Return Index,5/2/06,0.6144
S&P 500 Total Return Index,5/3/06,-0.3894
S&P 500 Total Return Index,5/4/06,0.3402
S&P 500 Total Return Index,5/5/06,1.0317
S&P 500 Total Return Index,5/8/06,-0.0744
S&P 500 Total Return Index,5/9/06,0.0377
S&P 500 Total Return Index,5/10/06,-0.1294
S&P 500 Total Return Index,5/11/06,-1.2627
S&P 500 Total Return Index,5/12/06,-1.1209
S&P 500 Total Return Index,5/15/06,0.2634
S&P 500 Total Return Index,5/16/06,-0.1857
S&P 500 Total Return Index,5/17/06,-1.6572
S&P 500 Total Return Index,5/18/06,-0.6645
S&P 500 Total Return Index,5/19/06,0.4136
S&P 500 Total Return Index,5/22/06,-0.3911
S&P 500 Total Return Index,5/23/06,-0.4338
S&P 500 Total Return Index,5/24/06,0.1619
S&P 500 Total Return Index,5/25/06,1.1494
S&P 500 Total Return Index,5/26/06,0.5852
S&P 500 Total Return Index,5/30/06,-1.5778
S&P 500 Total Return Index,5/31/06,0.85
S&P 500 Total Return Index,6/1/06,1.2327
S&P 500 Total Return Index,6/2/06,0.1954
S&P 500 Total Return Index,6/5/06,-1.7759
S&P 500 Total Return Index,6/6/06,-0.1089
S&P 500 Total Return Index,6/7/06,-0.5895
S&P 500 Total Return Index,6/8/06,0.1472
S&P 500 Total Return Index,6/9/06,-0.4472
S&P 500 Total Return Index,6/12/06,-1.267
S&P 500 Total Return Index,6/13/06,-1.0017
S&P 500 Total Return Index,6/14/06,0.5223
S&P 500 Total Return Index,6/15/06,2.1256
S&P 500 Total Return Index,6/16/06,-0.3673
S&P 500 Total Return Index,6/19/06,-0.9112
S&P 500 Total Return Index,6/20/06,0.0005
S&P 500 Total Return Index,6/21/06,0.9772
S&P 500 Total Return Index,6/22/06,-0.5045
S&P 500 Total Return Index,6/23/06,-0.0873
S&P 500 Total Return Index,6/26/06,0.4865
S&P 500 Total Return Index,6/27/06,-0.9075
S&P 500 Total Return Index,6/28/06,0.5679
S&P 500 Total Return Index,6/29/06,2.1614
S&P 500 Total Return Index,6/30/06,-0.2089
S&P 500 Total Return Index,7/3/06,0.7973
S&P 500 Total Return Index,7/5/06,-0.7132
S&P 500 Total Return Index,7/6/06,0.2757
S&P 500 Total Return Index,7/7/06,-0.6758
S&P 500 Total Return Index,7/10/06,0.1485
S&P 500 Total Return Index,7/11/06,0.4154
S&P 500 Total Return Index,7/12/06,-1.0825
S&P 500 Total Return Index,7/13/06,-1.2946
S&P 500 Total Return Index,7/14/06,-0.4901
S&P 500 Total Return Index,7/17/06,-0.1382
S&P 500 Total Return Index,7/18/06,0.1941
S&P 500 Total Return Index,7/19/06,1.8661
S&P 500 Total Return Index,7/20/06,-0.8479
S&P 500 Total Return Index,7/21/06,-0.7063
S&P 500 Total Return Index,7/24/06,1.6655
S&P 500 Total Return Index,7/25/06,0.6322
S&P 500 Total Return Index,7/26/06,-0.0371
S&P 500 Total Return Index,7/27/06,-0.3942
S&P 500 Total Return Index,7/28/06,1.2195
S&P 500 Total Return Index,7/31/06,-0.1464
S&P 500 Total Return Index,8/1/06,-0.45
S&P 500 Total Return Index,8/2/06,0.6158
S&P 500 Total Return Index,8/3/06,0.1653
S&P 500 Total Return Index,8/4/06,-0.0695
S&P 500 Total Return Index,8/7/06,-0.2771
S&P 500 Total Return Index,8/8/06,-0.3286
S&P 500 Total Return Index,8/9/06,-0.4074
S&P 500 Total Return Index,8/10/06,0.4808
S&P 500 Total Return Index,8/11/06,-0.3845
S&P 500 Total Return Index,8/14/06,0.1223
S&P 500 Total Return Index,8/15/06,1.379
S&P 500 Total Return Index,8/16/06,0.7904
S&P 500 Total Return Index,8/17/06,0.1629
S&P 500 Total Return Index,8/18/06,0.3721
S&P 500 Total Return Index,8/21/06,-0.3672
S&P 500 Total Return Index,8/22/06,0.1002
S&P 500 Total Return Index,8/23/06,-0.4401
S&P 500 Total Return Index,8/24/06,0.2395
S&P 500 Total Return Index,8/25/06,-0.0645
S&P 500 Total Return Index,8/28/06,0.5169
S&P 500 Total Return Index,8/29/06,0.2082
S&P 500 Total Return Index,8/30/06,0.0436
S&P 500 Total Return Index,8/31/06,-0.033
S&P 500 Total Return Index,9/1/06,0.5532
S&P 500 Total Return Index,9/5/06,0.1758
S&P 500 Total Return Index,9/6/06,-0.9732
S&P 500 Total Return Index,9/7/06,-0.4763
S&P 500 Total Return Index,9/8/06,0.3787
S&P 500 Total Return Index,9/11/06,0.0528
S&P 500 Total Return Index,9/12/06,1.046
S&P 500 Total Return Index,9/13/06,0.406
S&P 500 Total Return Index,9/14/06,-0.1302
S&P 500 Total Return Index,9/15/06,0.2721
S&P 500 Total Return Index,9/18/06,0.1008
S&P 500 Total Return Index,9/19/06,-0.2163
S&P 500 Total Return Index,9/20/06,0.5235
S&P 500 Total Return Index,9/21/06,-0.5173
S&P 500 Total Return Index,9/22/06,-0.2469
S&P 500 Total Return Index,9/25/06,0.8819
S&P 500 Total Return Index,9/26/06,0.7537
S&P 500 Total Return Index,9/27/06,0.0376
S&P 500 Total Return Index,9/28/06,0.1932
S&P 500 Total Return Index,9/29/06,-0.2454
S&P 500 Total Return Index,10/2/06,-0.3368
S&P 500 Total Return Index,10/3/06,0.2101
S&P 500 Total Return Index,10/4/06,1.23
S&P 500 Total Return Index,10/5/06,0.2501
S&P 500 Total Return Index,10/6/06,-0.2687
S&P 500 Total Return Index,10/9/06,0.0802
S&P 500 Total Return Index,10/10/06,0.2075
S&P 500 Total Return Index,10/11/06,-0.246
S&P 500 Total Return Index,10/12/06,0.9552
S&P 500 Total Return Index,10/13/06,0.2046
S&P 500 Total Return Index,10/16/06,0.2529
S&P 500 Total Return Index,10/17/06,-0.366
S&P 500 Total Return Index,10/18/06,0.1495
S&P 500 Total Return Index,10/19/06,0.0768
S&P 500 Total Return Index,10/20/06,0.121
S&P 500 Total Return Index,10/23/06,0.6169
S&P 500 Total Return Index,10/24/06,0.0255
S&P 500 Total Return Index,10/25/06,0.3533
S&P 500 Total Return Index,10/26/06,0.4977
S&P 500 Total Return Index,10/27/06,-0.8319
S&P 500 Total Return Index,10/30/06,0.0463
S&P 500 Total Return Index,10/31/06,0.0009
S&P 500 Total Return Index,11/1/06,-0.7227
S&P 500 Total Return Index,11/2/06,-0.0071
S&P 500 Total Return Index,11/3/06,-0.2157
S&P 500 Total Return Index,11/6/06,1.1381
S&P 500 Total Return Index,11/7/06,0.2241
S&P 500 Total Return Index,11/8/06,0.2325
S&P 500 Total Return Index,11/9/06,-0.5119
S&P 500 Total Return Index,11/10/06,0.186
S&P 500 Total Return Index,11/13/06,0.2785
S&P 500 Total Return Index,11/14/06,0.6475
S&P 500 Total Return Index,11/15/06,0.2638
S&P 500 Total Return Index,11/16/06,0.2314
S&P 500 Total Return Index,11/17/06,0.1036
S&P 500 Total Return Index,11/20/06,-0.0483
S&P 500 Total Return Index,11/21/06,0.1699
S&P 500 Total Return Index,11/22/06,0.2424
S&P 500 Total Return Index,11/24/06,-0.3556
S&P 500 Total Return Index,11/27/06,-1.3592
S&P 500 Total Return Index,11/28/06,0.3693
S&P 500 Total Return Index,11/29/06,0.9641
S&P 500 Total Return Index,11/30/06,0.0836
S&P 500 Total Return Index,12/1/06,-0.2802
S&P 500 Total Return Index,12/4/06,0.8908
S&P 500 Total Return Index,12/5/06,0.4034
S&P 500 Total Return Index,12/6/06,-0.1056
S&P 500 Total Return Index,12/7/06,-0.3944
S&P 500 Total Return Index,12/8/06,0.1832
S&P 500 Total Return Index,12/11/06,0.2285
S&P 500 Total Return Index,12/12/06,-0.102
S&P 500 Total Return Index,12/13/06,0.1353
S&P 500 Total Return Index,12/14/06,0.8762
S&P 500 Total Return Index,12/15/06,0.113
S&P 500 Total Return Index,12/18/06,-0.323
S&P 500 Total Return Index,12/19/06,0.2205
S&P 500 Total Return Index,12/20/06,-0.1384
S&P 500 Total Return Index,12/21/06,-0.3443
S&P 500 Total Return Index,12/22/06,-0.5176
S&P 500 Total Return Index,12/26/06,0.4361
S&P 500 Total Return Index,12/27/06,0.7223
S&P 500 Total Return Index,12/28/06,-0.1432
S&P 500 Total Return Index,12/29/06,-0.4495
S&P 500 Total Return Index,1/3/07,-0.1011
S&P 500 Total Return Index,1/4/07,0.1227
S&P 500 Total Return Index,1/5/07,-0.6087
S&P 500 Total Return Index,1/8/07,0.2535
S&P 500 Total Return Index,1/9/07,-0.0514
S&P 500 Total Return Index,1/10/07,0.2057
S&P 500 Total Return Index,1/11/07,0.6352
S&P 500 Total Return Index,1/12/07,0.4854
S&P 500 Total Return Index,1/16/07,0.0816
S&P 500 Total Return Index,1/17/07,-0.0806
S&P 500 Total Return Index,1/18/07,-0.2946
S&P 500 Total Return Index,1/19/07,0.2909
S&P 500 Total Return Index,1/22/07,-0.5257
S&P 500 Total Return Index,1/23/07,0.354
S&P 500 Total Return Index,1/24/07,0.853
S&P 500 Total Return Index,1/25/07,-1.1262
S&P 500 Total Return Index,1/26/07,-0.1206
S&P 500 Total Return Index,1/29/07,-0.0994
S&P 500 Total Return Index,1/30/07,0.579
S&P 500 Total Return Index,1/31/07,0.6709
S&P 500 Total Return Index,2/1/07,0.5597
S&P 500 Total Return Index,2/2/07,0.1694
S&P 500 Total Return Index,2/5/07,-0.0872
S&P 500 Total Return Index,2/6/07,0.0707
S&P 500 Total Return Index,2/7/07,0.1803
S&P 500 Total Return Index,2/8/07,-0.1157
S&P 500 Total Return Index,2/9/07,-0.7038
S&P 500 Total Return Index,2/12/07,-0.3215
S&P 500 Total Return Index,2/13/07,0.7779
S&P 500 Total Return Index,2/14/07,0.789
S&P 500 Total Return Index,2/15/07,0.1143
S&P 500 Total Return Index,2/16/07,-0.0849
S&P 500 Total Return Index,2/20/07,0.2855
S&P 500 Total Return Index,2/21/07,-0.1352
S&P 500 Total Return Index,2/22/07,-0.0622
S&P 500 Total Return Index,2/23/07,-0.3452
S&P 500 Total Return Index,2/26/07,-0.1128
S&P 500 Total Return Index,2/27/07,-3.464
S&P 500 Total Return Index,2/28/07,0.5857
S&P 500 Total Return Index,3/1/07,-0.2578
S&P 500 Total Return Index,3/2/07,-1.14
S&P 500 Total Return Index,3/5/07,-0.9364
S&P 500 Total Return Index,3/6/07,1.5536
S&P 500 Total Return Index,3/7/07,-0.2182
S&P 500 Total Return Index,3/8/07,0.7192
S&P 500 Total Return Index,3/9/07,0.0682
S&P 500 Total Return Index,3/12/07,0.2709
S&P 500 Total Return Index,3/13/07,-2.0096
S&P 500 Total Return Index,3/14/07,0.6761
S&P 500 Total Return Index,3/15/07,0.3726
S&P 500 Total Return Index,3/16/07,-0.3828
S&P 500 Total Return Index,3/19/07,1.0899
S&P 500 Total Return Index,3/20/07,0.6345
S&P 500 Total Return Index,3/21/07,1.7105
S&P 500 Total Return Index,3/22/07,-0.0351
S&P 500 Total Return Index,3/23/07,0.1099
S&P 500 Total Return Index,3/26/07,0.0963
S&P 500 Total Return Index,3/27/07,-0.6175
S&P 500 Total Return Index,3/28/07,-0.775
S&P 500 Total Return Index,3/29/07,0.3782
S&P 500 Total Return Index,3/30/07,-0.1162
S&P 500 Total Return Index,4/2/07,0.2604
S&P 500 Total Return Index,4/3/07,0.9479
S&P 500 Total Return Index,4/4/07,0.1123
S&P 500 Total Return Index,4/5/07,0.3342
S&P 500 Total Return Index,4/9/07,0.059
S&P 500 Total Return Index,4/10/07,0.2636
S&P 500 Total Return Index,4/11/07,-0.6457
S&P 500 Total Return Index,4/12/07,0.6217
S&P 500 Total Return Index,4/13/07,0.3486
S&P 500 Total Return Index,4/16/07,1.0764
S&P 500 Total Return Index,4/17/07,0.2048
S&P 500 Total Return Index,4/18/07,0.0702
S&P 500 Total Return Index,4/19/07,-0.1183
S&P 500 Total Return Index,4/20/07,0.929
S&P 500 Total Return Index,4/23/07,-0.2287
S&P 500 Total Return Index,4/24/07,-0.0349
S&P 500 Total Return Index,4/25/07,1.0235
S&P 500 Total Return Index,4/26/07,-0.0686
S&P 500 Total Return Index,4/27/07,-0.0091
S&P 500 Total Return Index,4/30/07,-0.7829
S&P 500 Total Return Index,5/1/07,0.2659
S&P 500 Total Return Index,5/2/07,0.6581
S&P 500 Total Return Index,5/3/07,0.4614
S&P 500 Total Return Index,5/4/07,0.2176
S&P 500 Total Return Index,5/7/07,0.26
S&P 500 Total Return Index,5/8/07,-0.1085
S&P 500 Total Return Index,5/9/07,0.349
S&P 500 Total Return Index,5/10/07,-1.3792
S&P 500 Total Return Index,5/11/07,0.9741
S&P 500 Total Return Index,5/14/07,-0.1733
S&P 500 Total Return Index,5/15/07,-0.1209
S&P 500 Total Return Index,5/16/07,0.8924
S&P 500 Total Return Index,5/17/07,-0.0834
S&P 500 Total Return Index,5/18/07,0.6613
S&P 500 Total Return Index,5/21/07,0.1548
S&P 500 Total Return Index,5/22/07,-0.0646
S&P 500 Total Return Index,5/23/07,-0.1188
S&P 500 Total Return Index,5/24/07,-0.9584
S&P 500 Total Return Index,5/25/07,0.546
S&P 500 Total Return Index,5/29/07,0.1687
S&P 500 Total Return Index,5/30/07,0.8357
S&P 500 Total Return Index,5/31/07,0.0278
S&P 500 Total Return Index,6/1/07,0.3735
S&P 500 Total Return Index,6/4/07,0.1886
S&P 500 Total Return Index,6/5/07,-0.5307
S&P 500 Total Return Index,6/6/07,-0.8615
S&P 500 Total Return Index,6/7/07,-1.7524
S&P 500 Total Return Index,6/8/07,1.1374
S&P 500 Total Return Index,6/11/07,0.0977
S&P 500 Total Return Index,6/12/07,-1.0681
S&P 500 Total Return Index,6/13/07,1.543
S&P 500 Total Return Index,6/14/07,0.4881
S&P 500 Total Return Index,6/15/07,0.6526
S&P 500 Total Return Index,6/18/07,-0.1209
S&P 500 Total Return Index,6/19/07,0.1752
S&P 500 Total Return Index,6/20/07,-1.3585
S&P 500 Total Return Index,6/21/07,0.6399
S&P 500 Total Return Index,6/22/07,-1.289
S&P 500 Total Return Index,6/25/07,-0.321
S&P 500 Total Return Index,6/26/07,-0.3199
S&P 500 Total Return Index,6/27/07,0.921
S&P 500 Total Return Index,6/28/07,-0.0401
S&P 500 Total Return Index,6/29/07,-0.1559
S&P 500 Total Return Index,7/2/07,1.0705
S&P 500 Total Return Index,7/3/07,0.3783
S&P 500 Total Return Index,7/5/07,0.0358
S&P 500 Total Return Index,7/6/07,0.359
S&P 500 Total Return Index,7/9/07,0.0928
S&P 500 Total Return Index,7/10/07,-1.4187
S&P 500 Total Return Index,7/11/07,0.5847
S&P 500 Total Return Index,7/12/07,1.9067
S&P 500 Total Return Index,7/13/07,0.3109
S&P 500 Total Return Index,7/16/07,-0.1916
S&P 500 Total Return Index,7/17/07,-0.01
S&P 500 Total Return Index,7/18/07,-0.1957
S&P 500 Total Return Index,7/19/07,0.4492
S&P 500 Total Return Index,7/20/07,-1.2219
S&P 500 Total Return Index,7/23/07,0.4891
S&P 500 Total Return Index,7/24/07,-1.9803
S&P 500 Total Return Index,7/25/07,0.4677
S&P 500 Total Return Index,7/26/07,-2.3334
S&P 500 Total Return Index,7/27/07,-1.5845
S&P 500 Total Return Index,7/30/07,1.0276
S&P 500 Total Return Index,7/31/07,-1.2638
S&P 500 Total Return Index,8/1/07,0.7304
S&P 500 Total Return Index,8/2/07,0.4596
S&P 500 Total Return Index,8/3/07,-2.6522
S&P 500 Total Return Index,8/6/07,2.4171
S&P 500 Total Return Index,8/7/07,0.6194
S&P 500 Total Return Index,8/8/07,1.4412
S&P 500 Total Return Index,8/9/07,-2.9461
S&P 500 Total Return Index,8/10/07,0.038
S&P 500 Total Return Index,8/13/07,-0.0349
S&P 500 Total Return Index,8/14/07,-1.8043
S&P 500 Total Return Index,8/15/07,-1.363
S&P 500 Total Return Index,8/16/07,0.3287
S&P 500 Total Return Index,8/17/07,2.457
S&P 500 Total Return Index,8/20/07,-0.0271
S&P 500 Total Return Index,8/21/07,0.1091
S&P 500 Total Return Index,8/22/07,1.177
S&P 500 Total Return Index,8/23/07,-0.1056
S&P 500 Total Return Index,8/24/07,1.1637
S&P 500 Total Return Index,8/27/07,-0.8495
S&P 500 Total Return Index,8/28/07,-2.3426
S&P 500 Total Return Index,8/29/07,2.218
S&P 500 Total Return Index,8/30/07,-0.4125
S&P 500 Total Return Index,8/31/07,1.1235
S&P 500 Total Return Index,9/4/07,1.0484
S&P 500 Total Return Index,9/5/07,-1.1042
S&P 500 Total Return Index,9/6/07,0.443
S&P 500 Total Return Index,9/7/07,-1.6904
S&P 500 Total Return Index,9/10/07,-0.1238
S&P 500 Total Return Index,9/11/07,1.3633
S&P 500 Total Return Index,9/12/07,0.0318
S&P 500 Total Return Index,9/13/07,0.8481
S&P 500 Total Return Index,9/14/07,0.0207
S&P 500 Total Return Index,9/17/07,-0.5116
S&P 500 Total Return Index,9/18/07,2.9216
S&P 500 Total Return Index,9/19/07,0.6117
S&P 500 Total Return Index,9/20/07,-0.6507
S&P 500 Total Return Index,9/21/07,0.4611
S&P 500 Total Return Index,9/24/07,-0.5253
S&P 500 Total Return Index,9/25/07,-0.0321
S&P 500 Total Return Index,9/26/07,0.5594
S&P 500 Total Return Index,9/27/07,0.394
S&P 500 Total Return Index,9/28/07,-0.3009
S&P 500 Total Return Index,10/1/07,1.3296
S&P 500 Total Return Index,10/2/07,-0.0252
S&P 500 Total Return Index,10/3/07,-0.4357
S&P 500 Total Return Index,10/4/07,0.2124
S&P 500 Total Return Index,10/5/07,0.9849
S&P 500 Total Return Index,10/8/07,-0.3215
S&P 500 Total Return Index,10/9/07,0.8116
S&P 500 Total Return Index,10/10/07,-0.1639
S&P 500 Total Return Index,10/11/07,-0.5104
S&P 500 Total Return Index,10/12/07,0.476
S&P 500 Total Return Index,10/15/07,-0.8374
S&P 500 Total Return Index,10/16/07,-0.657
S&P 500 Total Return Index,10/17/07,0.1854
S&P 500 Total Return Index,10/18/07,-0.073
S&P 500 Total Return Index,10/19/07,-2.561
S&P 500 Total Return Index,10/22/07,0.3818
S&P 500 Total Return Index,10/23/07,0.8804
S&P 500 Total Return Index,10/24/07,-0.2428
S&P 500 Total Return Index,10/25/07,-0.0962
S&P 500 Total Return Index,10/26/07,1.3781
S&P 500 Total Return Index,10/29/07,0.3857
S&P 500 Total Return Index,10/30/07,-0.6439
S&P 500 Total Return Index,10/31/07,1.2051
S&P 500 Total Return Index,11/1/07,-2.6183
S&P 500 Total Return Index,11/2/07,0.0847
S&P 500 Total Return Index,11/5/07,-0.4877
S&P 500 Total Return Index,11/6/07,1.2065
S&P 500 Total Return Index,11/7/07,-2.8852
S&P 500 Total Return Index,11/8/07,-0.0532
S&P 500 Total Return Index,11/9/07,-1.4256
S&P 500 Total Return Index,11/12/07,-0.9986
S&P 500 Total Return Index,11/13/07,2.9434
S&P 500 Total Return Index,11/14/07,-0.6811
S&P 500 Total Return Index,11/15/07,-1.3164
S&P 500 Total Return Index,11/16/07,0.5251
S&P 500 Total Return Index,11/19/07,-1.7439
S&P 500 Total Return Index,11/20/07,0.4546
S&P 500 Total Return Index,11/21/07,-1.5873
S&P 500 Total Return Index,11/23/07,1.6998
S&P 500 Total Return Index,11/26/07,-2.3233
S&P 500 Total Return Index,11/27/07,1.4976
S&P 500 Total Return Index,11/28/07,2.8881
S&P 500 Total Return Index,11/29/07,0.0547
S&P 500 Total Return Index,11/30/07,0.7772
S&P 500 Total Return Index,12/3/07,-0.5856
S&P 500 Total Return Index,12/4/07,-0.6532
S&P 500 Total Return Index,12/5/07,1.5717
S&P 500 Total Return Index,12/6/07,1.5135
S&P 500 Total Return Index,12/7/07,-0.1767
S&P 500 Total Return Index,12/10/07,0.7544
S&P 500 Total Return Index,12/11/07,-2.5259
S&P 500 Total Return Index,12/12/07,0.6181
S&P 500 Total Return Index,12/13/07,0.126
S&P 500 Total Return Index,12/14/07,-1.37
S&P 500 Total Return Index,12/17/07,-1.4997
S&P 500 Total Return Index,12/18/07,0.6284
S&P 500 Total Return Index,12/19/07,-0.1327
S&P 500 Total Return Index,12/20/07,0.5157
S&P 500 Total Return Index,12/21/07,1.6831
S&P 500 Total Return Index,12/24/07,0.8087
S&P 500 Total Return Index,12/26/07,0.0826
S&P 500 Total Return Index,12/27/07,-1.3982
S&P 500 Total Return Index,12/28/07,0.1462
S&P 500 Total Return Index,12/31/07,-0.6839
S&P 500 Total Return Index,1/2/08,-1.4231
S&P 500 Total Return Index,1/3/08,0
S&P 500 Total Return Index,1/4/08,-2.4553
S&P 500 Total Return Index,1/7/08,0.3233
S&P 500 Total Return Index,1/8/08,-1.802
S&P 500 Total Return Index,1/9/08,1.37
S&P 500 Total Return Index,1/10/08,0.797
S&P 500 Total Return Index,1/11/08,-1.3538
S&P 500 Total Return Index,1/14/08,1.0876
S&P 500 Total Return Index,1/15/08,-2.4919
S&P 500 Total Return Index,1/16/08,-0.5501
S&P 500 Total Return Index,1/17/08,-2.9052
S&P 500 Total Return Index,1/18/08,-0.6021
S&P 500 Total Return Index,1/22/08,-1.1084
S&P 500 Total Return Index,1/23/08,2.1464
S&P 500 Total Return Index,1/24/08,1.0093
S&P 500 Total Return Index,1/25/08,-1.5868
S&P 500 Total Return Index,1/28/08,1.7573
S&P 500 Total Return Index,1/29/08,0.6206
S&P 500 Total Return Index,1/30/08,-0.4697
S&P 500 Total Return Index,1/31/08,1.6939
S&P 500 Total Return Index,2/1/08,1.2238
S&P 500 Total Return Index,2/4/08,-1.0445
S&P 500 Total Return Index,2/5/08,-3.1904
S&P 500 Total Return Index,2/6/08,-0.7221
S&P 500 Total Return Index,2/7/08,0.8131
S&P 500 Total Return Index,2/8/08,-0.4187
S&P 500 Total Return Index,2/11/08,0.5937
S&P 500 Total Return Index,2/12/08,0.7311
S&P 500 Total Return Index,2/13/08,1.3989
S&P 500 Total Return Index,2/14/08,-1.3387
S&P 500 Total Return Index,2/15/08,0.0899
S&P 500 Total Return Index,2/19/08,-0.0814
S&P 500 Total Return Index,2/20/08,0.8394
S&P 500 Total Return Index,2/21/08,-1.2521
S&P 500 Total Return Index,2/22/08,0.7985
S&P 500 Total Return Index,2/25/08,1.3832
S&P 500 Total Return Index,2/26/08,0.6926
S&P 500 Total Return Index,2/27/08,-0.068
S&P 500 Total Return Index,2/28/08,-0.8828
S&P 500 Total Return Index,2/29/08,-2.7053
S&P 500 Total Return Index,3/3/08,0.0553
S&P 500 Total Return Index,3/4/08,-0.344
S&P 500 Total Return Index,3/5/08,0.5738
S&P 500 Total Return Index,3/6/08,-2.186
S&P 500 Total Return Index,3/7/08,-0.8394
S&P 500 Total Return Index,3/10/08,-1.542
S&P 500 Total Return Index,3/11/08,3.7163
S&P 500 Total Return Index,3/12/08,-0.8712
S&P 500 Total Return Index,3/13/08,0.5167
S&P 500 Total Return Index,3/14/08,-2.0757
S&P 500 Total Return Index,3/17/08,-0.8811
S&P 500 Total Return Index,3/18/08,4.2434
S&P 500 Total Return Index,3/19/08,-2.4272
S&P 500 Total Return Index,3/20/08,2.3939
S&P 500 Total Return Index,3/24/08,1.5326
S&P 500 Total Return Index,3/25/08,0.2309
S&P 500 Total Return Index,3/26/08,-0.8714
S&P 500 Total Return Index,3/27/08,-1.1252
S&P 500 Total Return Index,3/28/08,-0.7907
S&P 500 Total Return Index,3/31/08,0.5711
S&P 500 Total Return Index,4/1/08,3.5893
S&P 500 Total Return Index,4/2/08,-0.1733
S&P 500 Total Return Index,4/3/08,0.131
S&P 500 Total Return Index,4/4/08,0.0809
S&P 500 Total Return Index,4/7/08,0.1571
S&P 500 Total Return Index,4/8/08,-0.4766
S&P 500 Total Return Index,4/9/08,-0.8015
S&P 500 Total Return Index,4/10/08,0.4523
S&P 500 Total Return Index,4/11/08,-2.031
S&P 500 Total Return Index,4/14/08,-0.3367
S&P 500 Total Return Index,4/15/08,0.4607
S&P 500 Total Return Index,4/16/08,2.2802
S&P 500 Total Return Index,4/17/08,0.0654
S&P 500 Total Return Index,4/18/08,1.8146
S&P 500 Total Return Index,4/21/08,-0.1534
S&P 500 Total Return Index,4/22/08,-0.8788
S&P 500 Total Return Index,4/23/08,0.2906
