Name,ReferenceDate,DailyReturn
S&P 500 Total Return Index,4/24/08,0.6442
S&P 500 Total Return Index,4/25/08,0.651
S&P 500 Total Return Index,4/28/08,-0.1009
S&P 500 Total Return Index,4/29/08,-0.386
S&P 500 Total Return Index,4/30/08,-0.3807
S&P 500 Total Return Index,5/1/08,1.7332
S&P 500 Total Return Index,5/2/08,0.3236
S&P 500 Total Return Index,5/5/08,-0.4442
S&P 500 Total Return Index,5/6/08,0.7684
S&P 500 Total Return Index,5/7/08,-1.7704
S&P 500 Total Return Index,5/8/08,0.3714
S&P 500 Total Return Index,5/9/08,-0.6518
S&P 500 Total Return Index,5/12/08,1.1049
S&P 500 Total Return Index,5/13/08,-0.0158
S&P 500 Total Return Index,5/14/08,0.4179
S&P 500 Total Return Index,5/15/08,1.0773
S&P 500 Total Return Index,5/16/08,0.1278
S&P 500 Total Return Index,5/19/08,0.0931
S&P 500 Total Return Index,5/20/08,-0.9275
S&P 500 Total Return Index,5/21/08,-1.5985
S&P 500 Total Return Index,5/22/08,0.2807
S&P 500 Total Return Index,5/23/08,-1.3201
S&P 500 Total Return Index,5/27/08,0.6852
S&P 500 Total Return Index,5/28/08,0.4157
S&P 500 Total Return Index,5/29/08,0.5456
S&P 500 Total Return Index,5/30/08,0.1526
S&P 500 Total Return Index,6/2/08,-1.0471
S&P 500 Total Return Index,6/3/08,-0.5749
S&P 500 Total Return Index,6/4/08,0.0165
S&P 500 Total Return Index,6/5/08,1.9574
S&P 500 Total Return Index,6/6/08,-3.0776
S&P 500 Total Return Index,6/9/08,0.083
S&P 500 Total Return Index,6/10/08,-0.2436
S&P 500 Total Return Index,6/11/08,-1.6682
S&P 500 Total Return Index,6/12/08,0.3352
S&P 500 Total Return Index,6/13/08,1.5069
S&P 500 Total Return Index,6/16/08,0.0083
S&P 500 Total Return Index,6/17/08,-0.6764
S&P 500 Total Return Index,6/18/08,-0.9694
S&P 500 Total Return Index,6/19/08,0.4015
S&P 500 Total Return Index,6/20/08,-1.8533
S&P 500 Total Return Index,6/23/08,0.0057
S&P 500 Total Return Index,6/24/08,-0.2803
S&P 500 Total Return Index,6/25/08,0.5889
S&P 500 Total Return Index,6/26/08,-2.9065
S&P 500 Total Return Index,6/27/08,-0.3688
S&P 500 Total Return Index,6/30/08,0.1272
S&P 500 Total Return Index,7/1/08,0.4032
S&P 500 Total Return Index,7/2/08,-1.815
S&P 500 Total Return Index,7/3/08,0.1114
S&P 500 Total Return Index,7/7/08,-0.837
S&P 500 Total Return Index,7/8/08,1.7474
S&P 500 Total Return Index,7/9/08,-2.2671
S&P 500 Total Return Index,7/10/08,0.6985
S&P 500 Total Return Index,7/11/08,-1.1011
S&P 500 Total Return Index,7/14/08,-0.9031
S&P 500 Total Return Index,7/15/08,-1.0881
S&P 500 Total Return Index,7/16/08,2.5194
S&P 500 Total Return Index,7/17/08,1.2045
S&P 500 Total Return Index,7/18/08,0.029
S&P 500 Total Return Index,7/21/08,-0.0509
S&P 500 Total Return Index,7/22/08,1.3512
S&P 500 Total Return Index,7/23/08,0.4061
S&P 500 Total Return Index,7/24/08,-2.3101
S&P 500 Total Return Index,7/25/08,0.4181
S&P 500 Total Return Index,7/28/08,-1.8605
S&P 500 Total Return Index,7/29/08,2.3444
S&P 500 Total Return Index,7/30/08,1.674
S&P 500 Total Return Index,7/31/08,-1.2946
S&P 500 Total Return Index,8/1/08,-0.5575
S&P 500 Total Return Index,8/4/08,-0.8951
S&P 500 Total Return Index,8/5/08,2.8818
S&P 500 Total Return Index,8/6/08,0.3814
S&P 500 Total Return Index,8/7/08,-1.7837
S&P 500 Total Return Index,8/8/08,2.3892
S&P 500 Total Return Index,8/11/08,0.7188
S&P 500 Total Return Index,8/12/08,-1.2005
S&P 500 Total Return Index,8/13/08,-0.2588
S&P 500 Total Return Index,8/14/08,0.5556
S&P 500 Total Return Index,8/15/08,0.4199
S&P 500 Total Return Index,8/18/08,-1.5031
S&P 500 Total Return Index,8/19/08,-0.9227
S&P 500 Total Return Index,8/20/08,0.6263
S&P 500 Total Return Index,8/21/08,0.2563
S&P 500 Total Return Index,8/22/08,1.1448
S&P 500 Total Return Index,8/25/08,-1.962
S&P 500 Total Return Index,8/26/08,0.3693
S&P 500 Total Return Index,8/27/08,0.8159
S&P 500 Total Return Index,8/28/08,1.5001
S&P 500 Total Return Index,8/29/08,-1.3674
S&P 500 Total Return Index,9/2/08,-0.4057
S&P 500 Total Return Index,9/3/08,-0.1528
S&P 500 Total Return Index,9/4/08,-2.99
S&P 500 Total Return Index,9/5/08,0.4469
S&P 500 Total Return Index,9/8/08,2.068
S&P 500 Total Return Index,9/9/08,-3.4134
S&P 500 Total Return Index,9/10/08,0.6203
S&P 500 Total Return Index,9/11/08,1.4128
S&P 500 Total Return Index,9/12/08,0.2139
S&P 500 Total Return Index,9/15/08,-4.7133
S&P 500 Total Return Index,9/16/08,1.7517
S&P 500 Total Return Index,9/17/08,-4.711
S&P 500 Total Return Index,9/18/08,4.3669
S&P 500 Total Return Index,9/19/08,4.0247
S&P 500 Total Return Index,9/22/08,-3.8186
S&P 500 Total Return Index,9/23/08,-1.5619
S&P 500 Total Return Index,9/24/08,-0.1968
S&P 500 Total Return Index,9/25/08,1.9656
S&P 500 Total Return Index,9/26/08,0.3395
S&P 500 Total Return Index,9/29/08,-8.7856
S&P 500 Total Return Index,9/30/08,5.421
S&P 500 Total Return Index,10/1/08,-0.4394
S&P 500 Total Return Index,10/2/08,-4.0124
S&P 500 Total Return Index,10/3/08,-1.3486
S&P 500 Total Return Index,10/6/08,-3.8503
S&P 500 Total Return Index,10/7/08,-5.7386
S&P 500 Total Return Index,10/8/08,-1.0795
S&P 500 Total Return Index,10/9/08,-7.6156
S&P 500 Total Return Index,10/10/08,-1.1668
S&P 500 Total Return Index,10/13/08,11.5811
S&P 500 Total Return Index,10/14/08,-0.5315
S&P 500 Total Return Index,10/15/08,-9.0259
S&P 500 Total Return Index,10/16/08,4.2544
S&P 500 Total Return Index,10/17/08,-0.6196
S&P 500 Total Return Index,10/20/08,4.7683
S&P 500 Total Return Index,10/21/08,-3.0791
S&P 500 Total Return Index,10/22/08,-6.0812
S&P 500 Total Return Index,10/23/08,1.2664
S&P 500 Total Return Index,10/24/08,-3.4505
S&P 500 Total Return Index,10/27/08,-3.1764
S&P 500 Total Return Index,10/28/08,10.7888
S&P 500 Total Return Index,10/29/08,-1.093
S&P 500 Total Return Index,10/30/08,2.599
S&P 500 Total Return Index,10/31/08,1.5367
S&P 500 Total Return Index,11/3/08,-0.2518
S&P 500 Total Return Index,11/4/08,4.0837
S&P 500 Total Return Index,11/5/08,-5.2108
S&P 500 Total Return Index,11/6/08,-4.9993
S&P 500 Total Return Index,11/7/08,2.9213
S&P 500 Total Return Index,11/10/08,-1.2528
S&P 500 Total Return Index,11/11/08,-2.203
S&P 500 Total Return Index,11/12/08,-5.1465
S&P 500 Total Return Index,11/13/08,6.9348
S&P 500 Total Return Index,11/14/08,-4.1526
S&P 500 Total Return Index,11/17/08,-2.5772
S&P 500 Total Return Index,11/18/08,1.0036
S&P 500 Total Return Index,11/19/08,-6.1054
S&P 500 Total Return Index,11/20/08,-6.7081
S&P 500 Total Return Index,11/21/08,6.3472
S&P 500 Total Return Index,11/24/08,6.4744
S&P 500 Total Return Index,11/25/08,0.6708
S&P 500 Total Return Index,11/26/08,3.5722
S&P 500 Total Return Index,11/28/08,0.9678
S&P 500 Total Return Index,12/1/08,-8.9234
S&P 500 Total Return Index,12/2/08,4.0019
S&P 500 Total Return Index,12/3/08,2.6384
S&P 500 Total Return Index,12/4/08,-2.9269
S&P 500 Total Return Index,12/5/08,3.6519
S&P 500 Total Return Index,12/8/08,3.8568
S&P 500 Total Return Index,12/9/08,-2.3086
S&P 500 Total Return Index,12/10/08,1.1998
S&P 500 Total Return Index,12/11/08,-2.8255
S&P 500 Total Return Index,12/12/08,0.7034
S&P 500 Total Return Index,12/15/08,-1.2639
S&P 500 Total Return Index,12/16/08,5.1361
S&P 500 Total Return Index,12/17/08,-0.9537
S&P 500 Total Return Index,12/18/08,-2.1124
S&P 500 Total Return Index,12/19/08,0.2953
S&P 500 Total Return Index,12/22/08,-1.8207
S&P 500 Total Return Index,12/23/08,-0.9526
S&P 500 Total Return Index,12/24/08,0.6258
S&P 500 Total Return Index,12/26/08,0.5345
S&P 500 Total Return Index,12/29/08,-0.3542
S&P 500 Total Return Index,12/30/08,2.4602
S&P 500 Total Return Index,12/31/08,1.419
S&P 500 Total Return Index,1/2/09,3.179
S&P 500 Total Return Index,1/5/09,-0.4643
S&P 500 Total Return Index,1/6/09,0.7814
S&P 500 Total Return Index,1/7/09,-2.9451
S&P 500 Total Return Index,1/8/09,0.3439
S&P 500 Total Return Index,1/9/09,-2.1296
S&P 500 Total Return Index,1/12/09,-2.2562
S&P 500 Total Return Index,1/13/09,0.1827
S&P 500 Total Return Index,1/14/09,-3.3371
S&P 500 Total Return Index,1/15/09,0.1364
S&P 500 Total Return Index,1/16/09,0.7566
S&P 500 Total Return Index,1/20/09,-5.2808
S&P 500 Total Return Index,1/21/09,4.3729
S&P 500 Total Return Index,1/22/09,-1.514
S&P 500 Total Return Index,1/23/09,0.5387
S&P 500 Total Return Index,1/26/09,0.556
S&P 500 Total Return Index,1/27/09,1.0917
S&P 500 Total Return Index,1/28/09,3.3689
S&P 500 Total Return Index,1/29/09,-3.3045
S&P 500 Total Return Index,1/30/09,-2.279
S&P 500 Total Return Index,2/2/09,-0.0526
S&P 500 Total Return Index,2/3/09,1.5852
S&P 500 Total Return Index,2/4/09,-0.6751
S&P 500 Total Return Index,2/5/09,1.6434
S&P 500 Total Return Index,2/6/09,2.7306
S&P 500 Total Return Index,2/9/09,0.152
S&P 500 Total Return Index,2/10/09,-4.9095
S&P 500 Total Return Index,2/11/09,0.8394
S&P 500 Total Return Index,2/12/09,0.197
S&P 500 Total Return Index,2/13/09,-0.988
S&P 500 Total Return Index,2/17/09,-4.5377
S&P 500 Total Return Index,2/18/09,-0.0761
S&P 500 Total Return Index,2/19/09,-1.1364
S&P 500 Total Return Index,2/20/09,-1.1201
S&P 500 Total Return Index,2/23/09,-3.4674
S&P 500 Total Return Index,2/24/09,4.0115
S&P 500 Total Return Index,2/25/09,-1.0418
S&P 500 Total Return Index,2/26/09,-1.5565
S&P 500 Total Return Index,2/27/09,-2.3532
S&P 500 Total Return Index,3/2/09,-4.6608
S&P 500 Total Return Index,3/3/09,-0.6397
S&P 500 Total Return Index,3/4/09,2.4126
S&P 500 Total Return Index,3/5/09,-4.2459
S&P 500 Total Return Index,3/6/09,0.1467
S&P 500 Total Return Index,3/9/09,-0.991
S&P 500 Total Return Index,3/10/09,6.3733
S&P 500 Total Return Index,3/11/09,0.2782
S&P 500 Total Return Index,3/12/09,4.0922
S&P 500 Total Return Index,3/13/09,0.7772
S&P 500 Total Return Index,3/16/09,-0.3501
S&P 500 Total Return Index,3/17/09,3.2153
S&P 500 Total Return Index,3/18/09,2.0892
S&P 500 Total Return Index,3/19/09,-1.2972
S&P 500 Total Return Index,3/20/09,-1.9741
S&P 500 Total Return Index,3/23/09,7.0972
S&P 500 Total Return Index,3/24/09,-2.0387
S&P 500 Total Return Index,3/25/09,0.9632
S&P 500 Total Return Index,3/26/09,2.3328
S&P 500 Total Return Index,3/27/09,-2.0143
S&P 500 Total Return Index,3/30/09,-3.4768
S&P 500 Total Return Index,3/31/09,1.3133
S&P 500 Total Return Index,4/1/09,1.6744
S&P 500 Total Return Index,4/2/09,2.8784
S&P 500 Total Return Index,4/3/09,0.9753
S&P 500 Total Return Index,4/6/09,-0.8274
S&P 500 Total Return Index,4/7/09,-2.3221
S&P 500 Total Return Index,4/8/09,1.1807
S&P 500 Total Return Index,4/9/09,3.8072
S&P 500 Total Return Index,4/13/09,0.262
S&P 500 Total Return Index,4/14/09,-2.0048
S&P 500 Total Return Index,4/15/09,1.257
S&P 500 Total Return Index,4/16/09,1.5575
S&P 500 Total Return Index,4/17/09,0.4958
S&P 500 Total Return Index,4/20/09,-4.2761
S&P 500 Total Return Index,4/21/09,2.1251
S&P 500 Total Return Index,4/22/09,-0.7468
S&P 500 Total Return Index,4/23/09,0.9935
S&P 500 Total Return Index,4/24/09,1.6795
S&P 500 Total Return Index,4/27/09,-1.0073
S&P 500 Total Return Index,4/28/09,-0.2702
S&P 500 Total Return Index,4/29/09,2.1739
S&P 500 Total Return Index,4/30/09,-0.0889
S&P 500 Total Return Index,5/1/09,0.5421
S&P 500 Total Return Index,5/4/09,3.386
S&P 500 Total Return Index,5/5/09,-0.366
S&P 500 Total Return Index,5/6/09,1.7761
S&P 500 Total Return Index,5/7/09,-1.3159
S&P 500 Total Return Index,5/8/09,2.4076
S&P 500 Total Return Index,5/11/09,-2.1164
S&P 500 Total Return Index,5/12/09,-0.0927
S&P 500 Total Return Index,5/13/09,-2.6487
S&P 500 Total Return Index,5/14/09,1.0475
S&P 500 Total Return Index,5/15/09,-1.1234
S&P 500 Total Return Index,5/18/09,3.0485
S&P 500 Total Return Index,5/19/09,-0.1555
S&P 500 Total Return Index,5/20/09,-0.5058
S&P 500 Total Return Index,5/21/09,-1.6462
S&P 500 Total Return Index,5/22/09,-0.1481
S&P 500 Total Return Index,5/26/09,2.6304
S&P 500 Total Return Index,5/27/09,-1.8783
S&P 500 Total Return Index,5/28/09,1.5592
S&P 500 Total Return Index,5/29/09,1.3571
S&P 500 Total Return Index,6/1/09,2.5856
S&P 500 Total Return Index,6/2/09,0.1981
S&P 500 Total Return Index,6/3/09,-1.3533
S&P 500 Total Return Index,6/4/09,1.1675
S&P 500 Total Return Index,6/5/09,-0.2457
S&P 500 Total Return Index,6/8/09,-0.0803
S&P 500 Total Return Index,6/9/09,0.3557
S&P 500 Total Return Index,6/10/09,-0.3433
S&P 500 Total Return Index,6/11/09,0.6367
S&P 500 Total Return Index,6/12/09,0.1429
S&P 500 Total Return Index,6/15/09,-2.3766
S&P 500 Total Return Index,6/16/09,-1.2717
S&P 500 Total Return Index,6/17/09,-0.1359
S&P 500 Total Return Index,6/18/09,0.8552
S&P 500 Total Return Index,6/19/09,0.3114
S&P 500 Total Return Index,6/22/09,-3.0448
S&P 500 Total Return Index,6/23/09,0.2322
S&P 500 Total Return Index,6/24/09,0.6553
S&P 500 Total Return Index,6/25/09,2.1451
S&P 500 Total Return Index,6/26/09,-0.1267
S&P 500 Total Return Index,6/29/09,0.9092
S&P 500 Total Return Index,6/30/09,-0.8441
S&P 500 Total Return Index,7/1/09,0.447
S&P 500 Total Return Index,7/2/09,-2.9117
S&P 500 Total Return Index,7/6/09,0.2586
S&P 500 Total Return Index,7/7/09,-1.9678
S&P 500 Total Return Index,7/8/09,-0.1072
S&P 500 Total Return Index,7/9/09,0.3554
S&P 500 Total Return Index,7/10/09,-0.4027
S&P 500 Total Return Index,7/13/09,2.5047
S&P 500 Total Return Index,7/14/09,0.5311
S&P 500 Total Return Index,7/15/09,2.9664
S&P 500 Total Return Index,7/16/09,0.8679
S&P 500 Total Return Index,7/17/09,-0.0384
S&P 500 Total Return Index,7/20/09,1.1435
S&P 500 Total Return Index,7/21/09,0.364
S&P 500 Total Return Index,7/22/09,-0.0347
S&P 500 Total Return Index,7/23/09,2.3296
S&P 500 Total Return Index,7/24/09,0.3043
S&P 500 Total Return Index,7/27/09,0.2978
S&P 500 Total Return Index,7/28/09,-0.2601
S&P 500 Total Return Index,7/29/09,-0.4434
S&P 500 Total Return Index,7/30/09,1.2023
S&P 500 Total Return Index,7/31/09,0.0726
S&P 500 Total Return Index,8/3/09,1.5351
S&P 500 Total Return Index,8/4/09,0.3036
S&P 500 Total Return Index,8/5/09,-0.257
S&P 500 Total Return Index,8/6/09,-0.5489
S&P 500 Total Return Index,8/7/09,1.3451
S&P 500 Total Return Index,8/10/09,-0.3314
S&P 500 Total Return Index,8/11/09,-1.2369
S&P 500 Total Return Index,8/12/09,1.189
S&P 500 Total Return Index,8/13/09,0.6952
S&P 500 Total Return Index,8/14/09,-0.8528
S&P 500 Total Return Index,8/17/09,-2.4051
S&P 500 Total Return Index,8/18/09,1.0324
S&P 500 Total Return Index,8/19/09,0.6994
S&P 500 Total Return Index,8/20/09,1.1001
S&P 500 Total Return Index,8/21/09,1.8806
S&P 500 Total Return Index,8/24/09,-0.0536
S&P 500 Total Return Index,8/25/09,0.2372
S&P 500 Total Return Index,8/26/09,0.022
S&P 500 Total Return Index,8/27/09,0.2895
S&P 500 Total Return Index,8/28/09,-0.1843
S&P 500 Total Return Index,8/31/09,-0.8034
S&P 500 Total Return Index,9/1/09,-2.2083
S&P 500 Total Return Index,9/2/09,-0.3042
S&P 500 Total Return Index,9/3/09,0.8608
S&P 500 Total Return Index,9/4/09,1.3186
S&P 500 Total Return Index,9/8/09,0.9001
S&P 500 Total Return Index,9/9/09,0.7837
S&P 500 Total Return Index,9/10/09,1.0434
S&P 500 Total Return Index,9/11/09,-0.1146
S&P 500 Total Return Index,9/14/09,0.6358
S&P 500 Total Return Index,9/15/09,0.3147
S&P 500 Total Return Index,9/16/09,1.5344
S&P 500 Total Return Index,9/17/09,-0.2918
S&P 500 Total Return Index,9/18/09,0.2652
S&P 500 Total Return Index,9/21/09,-0.3405
S&P 500 Total Return Index,9/22/09,0.6604
S&P 500 Total Return Index,9/23/09,-1.0063
S&P 500 Total Return Index,9/24/09,-0.9377
S&P 500 Total Return Index,9/25/09,-0.6092
S&P 500 Total Return Index,9/28/09,1.799
S&P 500 Total Return Index,9/29/09,-0.2204
S&P 500 Total Return Index,9/30/09,-0.3233
S&P 500 Total Return Index,10/1/09,-2.5749
S&P 500 Total Return Index,10/2/09,-0.4466
S&P 500 Total Return Index,10/5/09,1.4893
S&P 500 Total Return Index,10/6/09,1.3724
S&P 500 Total Return Index,10/7/09,0.3239
S&P 500 Total Return Index,10/8/09,0.7471
S&P 500 Total Return Index,10/9/09,0.5665
S&P 500 Total Return Index,10/12/09,0.4387
S&P 500 Total Return Index,10/13/09,-0.2719
S&P 500 Total Return Index,10/14/09,1.7586
S&P 500 Total Return Index,10/15/09,0.4153
S&P 500 Total Return Index,10/16/09,-0.8094
S&P 500 Total Return Index,10/19/09,0.9398
S&P 500 Total Return Index,10/20/09,-0.6213
S&P 500 Total Return Index,10/21/09,-0.8715
S&P 500 Total Return Index,10/22/09,1.0714
S&P 500 Total Return Index,10/23/09,-1.2178
S&P 500 Total Return Index,10/26/09,-1.1713
S&P 500 Total Return Index,10/27/09,-0.3313
S&P 500 Total Return Index,10/28/09,-1.9405
S&P 500 Total Return Index,10/29/09,2.26
S&P 500 Total Return Index,10/30/09,-2.8055
S&P 500 Total Return Index,11/2/09,0.6456
S&P 500 Total Return Index,11/3/09,0.243
S&P 500 Total Return Index,11/4/09,0.1399
S&P 500 Total Return Index,11/5/09,1.9346
S&P 500 Total Return Index,11/6/09,0.2638
S&P 500 Total Return Index,11/9/09,2.2488
S&P 500 Total Return Index,11/10/09,0.0189
S&P 500 Total Return Index,11/11/09,0.5028
S&P 500 Total Return Index,11/12/09,-1.0122
S&P 500 Total Return Index,11/13/09,0.5748
S&P 500 Total Return Index,11/16/09,1.4669
S&P 500 Total Return Index,11/17/09,0.1037
S&P 500 Total Return Index,11/18/09,-0.0312
S&P 500 Total Return Index,11/19/09,-1.3422
S&P 500 Total Return Index,11/20/09,-0.3039
S&P 500 Total Return Index,11/23/09,1.3663
S&P 500 Total Return Index,11/24/09,-0.0473
S&P 500 Total Return Index,11/25/09,0.4636
S&P 500 Total Return Index,11/27/09,-1.6992
S&P 500 Total Return Index,11/30/09,0.3887
S&P 500 Total Return Index,12/1/09,1.2126
S&P 500 Total Return Index,12/2/09,0.0471
S&P 500 Total Return Index,12/3/09,-0.8365
S&P 500 Total Return Index,12/4/09,0.5513
S&P 500 Total Return Index,12/7/09,-0.2423
S&P 500 Total Return Index,12/8/09,-1.0128
S&P 500 Total Return Index,12/9/09,0.3778
S&P 500 Total Return Index,12/10/09,0.5936
S&P 500 Total Return Index,12/11/09,0.3852
S&P 500 Total Return Index,12/14/09,0.6999
S&P 500 Total Return Index,12/15/09,-0.5549
S&P 500 Total Return Index,12/16/09,0.114
S&P 500 Total Return Index,12/17/09,-1.1766
S&P 500 Total Return Index,12/18/09,0.5839
S&P 500 Total Return Index,12/21/09,1.0515
S&P 500 Total Return Index,12/22/09,0.3587
S&P 500 Total Return Index,12/23/09,0.2515
S&P 500 Total Return Index,12/24/09,0.5255
S&P 500 Total Return Index,12/28/09,0.1288
S&P 500 Total Return Index,12/29/09,-0.1227
S&P 500 Total Return Index,12/30/09,0.0286
S&P 500 Total Return Index,12/31/09,-1.0042
S&P 500 Total Return Index,1/4/10,1.6087
S&P 500 Total Return Index,1/5/10,0.3128
S&P 500 Total Return Index,1/6/10,0.0977
S&P 500 Total Return Index,1/7/10,0.4059
S&P 500 Total Return Index,1/8/10,0.2885
S&P 500 Total Return Index,1/11/10,0.1743
S&P 500 Total Return Index,1/12/10,-0.9381
S&P 500 Total Return Index,1/13/10,0.8424
S&P 500 Total Return Index,1/14/10,0.2446
S&P 500 Total Return Index,1/15/10,-1.0783
S&P 500 Total Return Index,1/19/10,1.2502
S&P 500 Total Return Index,1/20/10,-1.045
S&P 500 Total Return Index,1/21/10,-1.8919
S&P 500 Total Return Index,1/22/10,-2.2146
S&P 500 Total Return Index,1/25/10,0.4621
S&P 500 Total Return Index,1/26/10,-0.4196
S&P 500 Total Return Index,1/27/10,0.4924
S&P 500 Total Return Index,1/28/10,-1.1733
S&P 500 Total Return Index,1/29/10,-0.9821
S&P 500 Total Return Index,2/1/10,1.4266
S&P 500 Total Return Index,2/2/10,1.298
S&P 500 Total Return Index,2/3/10,-0.5137
S&P 500 Total Return Index,2/4/10,-3.1116
S&P 500 Total Return Index,2/5/10,0.2896
S&P 500 Total Return Index,2/8/10,-0.8531
S&P 500 Total Return Index,2/9/10,1.3076
S&P 500 Total Return Index,2/10/10,-0.1975
S&P 500 Total Return Index,2/11/10,0.982
S&P 500 Total Return Index,2/12/10,-0.2532
S&P 500 Total Return Index,2/16/10,1.8137
S&P 500 Total Return Index,2/17/10,0.4412
S&P 500 Total Return Index,2/18/10,0.6666
S&P 500 Total Return Index,2/19/10,0.234
S&P 500 Total Return Index,2/22/10,-0.1026
S&P 500 Total Return Index,2/23/10,-1.2101
S&P 500 Total Return Index,2/24/10,0.9917
S&P 500 Total Return Index,2/25/10,-0.1834
S&P 500 Total Return Index,2/26/10,0.1442
S&P 500 Total Return Index,3/1/10,1.0185
