Name,ReferenceDate,DailyReturn,Add1InPercentSpace,Total Return
S&P 500 Total Return Index,8/16/99,0.2354,1.002354,380.3553%
S&P 500 Total Return Index,8/17/99,1.0068,1.010068,385.1916%
S&P 500 Total Return Index,8/18/99,-0.8322,0.991678,381.1538%
S&P 500 Total Return Index,8/19/99,-0.6891,0.993109,377.8382%
S&P 500 Total Return Index,8/20/99,0.984,1.00984,382.5401%
S&P 500 Total Return Index,8/23/99,1.7675,1.017675,391.0690%
S&P 500 Total Return Index,8/24/99,0.2415,1.002415,392.2549%
S&P 500 Total Return Index,8/25/99,1.3487,1.013487,398.8940%
S&P 500 Total Return Index,8/26/99,-1.4306,0.985694,391.7568%
S&P 500 Total Return Index,8/27/99,-1.0006,0.989994,386.8363%
S&P 500 Total Return Index,8/30/99,-1.7871,0.982129,378.1360%
S&P 500 Total Return Index,8/31/99,-0.2712,0.997288,376.8393%
S&P 500 Total Return Index,9/1/99,0.8297,1.008297,380.7956%
S&P 500 Total Return Index,9/2/99,-0.8974,0.991026,376.4810%
S&P 500 Total Return Index,9/3/99,2.8941,1.028941,390.2708%
S&P 500 Total Return Index,9/7/99,-0.4914,0.995086,387.8616%
S&P 500 Total Return Index,9/8/99,-0.4565,0.995435,385.6345%
S&P 500 Total Return Index,9/9/99,0.261,1.00261,386.9020%
S&P 500 Total Return Index,9/10/99,0.2966,1.002966,388.3462%
S&P 500 Total Return Index,9/13/99,-0.5338,0.994662,385.7394%
S&P 500 Total Return Index,9/14/99,-0.5822,0.994178,382.9114%
S&P 500 Total Return Index,9/15/99,-1.3677,0.986323,376.3067%
S&P 500 Total Return Index,9/16/99,0.0448,1.000448,376.5200%
S&P 500 Total Return Index,9/17/99,1.286,1.01286,382.6481%
S&P 500 Total Return Index,9/20/99,0.0104,1.000104,382.6983%
S&P 500 Total Return Index,9/21/99,-2.0929,0.979071,372.5959%
S&P 500 Total Return Index,9/22/99,0.2264,1.002264,373.6658%
S&P 500 Total Return Index,9/23/99,-2.2964,0.977036,362.7886%
S&P 500 Total Return Index,9/24/99,-0.2381,0.997619,361.6867%
S&P 500 Total Return Index,9/27/99,0.4658,1.004658,363.8372%
S&P 500 Total Return Index,9/28/99,-0.0619,0.999381,363.5501%
S&P 500 Total Return Index,9/29/99,-1.0718,0.989282,358.5818%
S&P 500 Total Return Index,9/30/99,1.1305,1.011305,363.7660%
S&P 500 Total Return Index,10/1/99,0.0102,1.000102,363.8133%
S&P 500 Total Return Index,10/4/99,1.7014,1.017014,371.7047%
S&P 500 Total Return Index,10/5/99,-0.2453,0.997547,370.5476%
S&P 500 Total Return Index,10/6/99,1.8647,1.018647,379.3219%
S&P 500 Total Return Index,10/7/99,-0.5834,0.994166,376.5255%
S&P 500 Total Return Index,10/8/99,1.3949,1.013949,383.1726%
S&P 500 Total Return Index,10/11/99,-0.0605,0.999395,382.8802%
S&P 500 Total Return Index,10/12/99,-1.6604,0.983396,374.8625%
S&P 500 Total Return Index,10/13/99,-2.0864,0.979136,364.9550%
S&P 500 Total Return Index,10/14/99,-0.1655,0.998345,364.1855%
S&P 500 Total Return Index,10/15/99,-2.8055,0.971945,351.1627%
S&P 500 Total Return Index,10/18/99,0.5392,1.005392,353.5954%
S&P 500 Total Return Index,10/19/99,0.5735,1.005735,356.1968%
S&P 500 Total Return Index,10/20/99,2.2347,1.022347,366.3914%
S&P 500 Total Return Index,10/21/99,-0.4504,0.995496,364.2908%
S&P 500 Total Return Index,10/22/99,1.4067,1.014067,370.8220%
S&P 500 Total Return Index,10/25/99,-0.6163,0.993837,367.9203%
S&P 500 Total Return Index,10/26/99,-0.9057,0.990943,363.6823%
S&P 500 Total Return Index,10/27/99,1.1624,1.011624,369.0722%
S&P 500 Total Return Index,10/28/99,3.5444,1.035444,385.6980%
S&P 500 Total Return Index,10/29/99,1.527,1.01527,393.1146%
S&P 500 Total Return Index,11/1/99,-0.6457,0.993543,389.9305%
S&P 500 Total Return Index,11/2/99,-0.4696,0.995304,387.6298%
S&P 500 Total Return Index,11/3/99,0.5486,1.005486,390.3050%
S&P 500 Total Return Index,11/4/99,0.5698,1.005698,393.0987%
S&P 500 Total Return Index,11/5/99,0.5586,1.005586,395.8532%
S&P 500 Total Return Index,11/8/99,0.5039,1.005039,398.3518%
S&P 500 Total Return Index,11/9/99,-0.8324,0.991676,394.2035%
S&P 500 Total Return Index,11/10/99,0.6101,1.006101,397.2186%
S&P 500 Total Return Index,11/11/99,0.5826,1.005826,400.1154%
S&P 500 Total Return Index,11/12/99,1.0656,1.010656,405.4447%
S&P 500 Total Return Index,11/15/99,-0.1173,0.998827,404.8518%
S&P 500 Total Return Index,11/16/99,1.846,1.01846,414.1713%
S&P 500 Total Return Index,11/17/99,-0.6464,0.993536,410.8477%
S&P 500 Total Return Index,11/18/99,1.0138,1.010138,416.0267%
S&P 500 Total Return Index,11/19/99,-0.2058,0.997942,414.9647%
S&P 500 Total Return Index,11/22/99,-0.0732,0.999268,414.5878%
S&P 500 Total Return Index,11/23/99,-1.1427,0.988573,408.7076%
S&P 500 Total Return Index,11/24/99,0.8865,1.008865,413.2173%
S&P 500 Total Return Index,11/26/99,-0.0252,0.999748,413.0879%
S&P 500 Total Return Index,11/29/99,-0.6046,0.993954,409.9858%
S&P 500 Total Return Index,11/30/99,-1.3427,0.986573,403.1382%
S&P 500 Total Return Index,12/1/99,0.6559,1.006559,406.4383%
S&P 500 Total Return Index,12/2/99,0.8108,1.008108,410.5445%
S&P 500 Total Return Index,12/3/99,1.7222,1.017222,419.3371%
S&P 500 Total Return Index,12/6/99,-0.6938,0.993062,415.7340%
S&P 500 Total Return Index,12/7/99,-0.9925,0.990075,410.6153%
S&P 500 Total Return Index,12/8/99,-0.3665,0.996335,408.7439%
S&P 500 Total Return Index,12/9/99,0.3031,1.003031,410.2859%
S&P 500 Total Return Index,12/10/99,0.6343,1.006343,413.5226%
S&P 500 Total Return Index,12/13/99,-0.1098,0.998902,412.9588%
S&P 500 Total Return Index,12/14/99,-0.8504,0.991496,408.5966%
S&P 500 Total Return Index,12/15/99,0.7271,1.007271,412.2946%
S&P 500 Total Return Index,12/16/99,0.391,1.00391,414.2977%
S&P 500 Total Return Index,12/17/99,0.1604,1.001604,415.1226%
S&P 500 Total Return Index,12/20/99,-0.2047,0.997953,414.0681%
S&P 500 Total Return Index,12/21/99,1.0828,1.010828,419.6345%
S&P 500 Total Return Index,12/22/99,0.1998,1.001998,420.6727%
S&P 500 Total Return Index,12/23/99,1.5475,1.015475,428.7301%
S&P 500 Total Return Index,12/27/99,-0.0847,0.999153,428.2823%
S&P 500 Total Return Index,12/28/99,0.0384,1.000384,428.4851%
S&P 500 Total Return Index,12/29/99,0.4109,1.004109,430.6567%
S&P 500 Total Return Index,12/30/99,0.071,1.00071,431.0334%
S&P 500 Total Return Index,12/31/99,0.3271,1.003271,432.7705%
S&P 500 Total Return Index,1/3/00,-0.9543,0.990457,427.6862%
S&P 500 Total Return Index,1/4/00,-3.831,0.96169,407.4706%
S&P 500 Total Return Index,1/5/00,0.201,1.00201,408.4906%
S&P 500 Total Return Index,1/6/00,0.1156,1.001156,409.0784%
S&P 500 Total Return Index,1/7/00,2.7088,1.027088,422.8683%
S&P 500 Total Return Index,1/10/00,1.1211,1.011211,428.7302%
S&P 500 Total Return Index,1/11/00,-1.3035,0.986965,421.8382%
S&P 500 Total Return Index,1/12/00,-0.4323,0.995677,419.5823%
S&P 500 Total Return Index,1/13/00,1.2169,1.012169,425.9051%
S&P 500 Total Return Index,1/14/00,1.067,1.01067,431.5165%
S&P 500 Total Return Index,1/18/00,-0.6818,0.993182,427.8926%
S&P 500 Total Return Index,1/19/00,0.0564,1.000564,428.1903%
S&P 500 Total Return Index,1/20/00,-0.7091,0.992909,424.4449%
S&P 500 Total Return Index,1/21/00,-0.2915,0.997085,422.9162%
S&P 500 Total Return Index,1/24/00,-2.7626,0.972374,408.4701%
S&P 500 Total Return Index,1/25/00,0.6065,1.006065,411.5540%
S&P 500 Total Return Index,1/26/00,-0.4184,0.995816,409.4136%
S&P 500 Total Return Index,1/27/00,-0.3865,0.996135,407.4448%
S&P 500 Total Return Index,1/28/00,-2.7372,0.972628,393.5550%
S&P 500 Total Return Index,1/31/00,2.5221,1.025221,406.0029%
S&P 500 Total Return Index,2/1/00,1.0626,1.010626,411.3797%
S&P 500 Total Return Index,2/2/00,-0.0015,0.999985,411.3720%
S&P 500 Total Return Index,2/3/00,1.1339,1.011339,417.1705%
S&P 500 Total Return Index,2/4/00,-0.0392,0.999608,416.9678%
S&P 500 Total Return Index,2/7/00,-0.0071,0.999929,416.9311%
S&P 500 Total Return Index,2/8/00,1.2334,1.012334,423.3069%
S&P 500 Total Return Index,2/9/00,-2.061,0.97939,412.5215%
S&P 500 Total Return Index,2/10/00,0.3641,1.003641,414.3876%
S&P 500 Total Return Index,2/11/00,-2.087,0.97913,403.6523%
S&P 500 Total Return Index,2/14/00,0.2072,1.002072,404.6959%
S&P 500 Total Return Index,2/15/00,0.8721,1.008721,409.0974%
S&P 500 Total Return Index,2/16/00,-1.0075,0.989925,403.9682%
S&P 500 Total Return Index,2/17/00,0.0439,1.000439,404.1895%
S&P 500 Total Return Index,2/18/00,-3.0377,0.969623,388.8737%
S&P 500 Total Return Index,2/22/00,0.4534,1.004534,391.0902%
S&P 500 Total Return Index,2/23/00,0.6387,1.006387,394.2268%
S&P 500 Total Return Index,2/24/00,-0.5312,0.994688,391.6015%
S&P 500 Total Return Index,2/25/00,-1.4744,0.985256,384.3533%
S&P 500 Total Return Index,2/28/00,1.1139,1.011139,389.7485%
S&P 500 Total Return Index,2/29/00,1.3632,1.013632,396.4248%
S&P 500 Total Return Index,3/1/00,0.9562,1.009562,401.1716%
S&P 500 Total Return Index,3/2/00,0.1883,1.001883,402.1153%
S&P 500 Total Return Index,3/3/00,1.9842,1.019842,412.0783%
S&P 500 Total Return Index,3/6/00,-1.2584,0.987416,405.6343%
S&P 500 Total Return Index,3/7/00,-2.5599,0.974401,392.6906%
S&P 500 Total Return Index,3/8/00,0.8281,1.008281,396.7705%
S&P 500 Total Return Index,3/9/00,2.5626,1.025626,409.5008%
S&P 500 Total Return Index,3/10/00,-0.4723,0.995277,407.0944%
S&P 500 Total Return Index,3/13/00,-0.8087,0.991913,402.9935%
S&P 500 Total Return Index,3/14/00,-1.7674,0.982326,394.1036%
S&P 500 Total Return Index,3/15/00,2.4319,1.024319,406.1197%
S&P 500 Total Return Index,3/16/00,4.7779,1.047779,430.3016%
S&P 500 Total Return Index,3/17/00,0.4115,1.004115,432.4838%
S&P 500 Total Return Index,3/20/00,-0.5336,0.994664,429.6425%
S&P 500 Total Return Index,3/21/00,2.5563,1.025563,443.1817%
S&P 500 Total Return Index,3/22/00,0.4547,1.004547,445.6516%
S&P 500 Total Return Index,3/23/00,1.7804,1.017804,455.3664%
S&P 500 Total Return Index,3/24/00,0.0071,1.000071,455.4058%
S&P 500 Total Return Index,3/27/00,-0.2358,0.997642,454.0961%
S&P 500 Total Return Index,3/28/00,-1.0574,0.989426,448.2371%
S&P 500 Total Return Index,3/29/00,0.0659,1.000659,448.5984%
S&P 500 Total Return Index,3/30/00,-1.3644,0.986356,441.1133%
S&P 500 Total Return Index,3/31/00,0.7165,1.007165,444.9904%
S&P 500 Total Return Index,4/3/00,0.4938,1.004938,447.6816%
S&P 500 Total Return Index,4/4/00,-0.743,0.99257,443.6123%
S&P 500 Total Return Index,4/5/00,-0.4853,0.995147,440.9742%
S&P 500 Total Return Index,4/6/00,0.9569,1.009569,446.1507%
S&P 500 Total Return Index,4/7/00,0.9994,1.009994,451.6090%
S&P 500 Total Return Index,4/10/00,-0.7841,0.992159,447.2838%
S&P 500 Total Return Index,4/11/00,-0.2524,0.997476,445.9025%
S&P 500 Total Return Index,4/12/00,-2.2204,0.977796,433.7812%
S&P 500 Total Return Index,4/13/00,-1.8171,0.981829,424.0819%
S&P 500 Total Return Index,4/14/00,-5.8277,0.941723,393.5400%
S&P 500 Total Return Index,4/17/00,3.3083,1.033083,409.8678%
S&P 500 Total Return Index,4/18/00,2.871,1.02871,424.5061%
S&P 500 Total Return Index,4/19/00,-0.9779,0.990221,419.3769%
S&P 500 Total Return Index,4/20/00,0.4963,1.004963,421.9546%
S&P 500 Total Return Index,4/24/00,-0.3257,0.996743,420.2546%
S&P 500 Total Return Index,4/25/00,3.3279,1.033279,437.5681%
S&P 500 Total Return Index,4/26/00,-1.1061,0.988939,431.6221%
S&P 500 Total Return Index,4/27/00,0.2796,1.002796,433.1085%
S&P 500 Total Return Index,4/28/00,-0.8469,0.991531,428.5936%
S&P 500 Total Return Index,5/1/00,1.0895,1.010895,434.3526%
S&P 500 Total Return Index,5/2/00,-1.495,0.98505,426.3641%
S&P 500 Total Return Index,5/3/00,-2.1461,0.978539,415.0678%
S&P 500 Total Return Index,5/4/00,-0.3879,0.996121,413.0698%
S&P 500 Total Return Index,5/5/00,1.6372,1.016372,421.4698%
S&P 500 Total Return Index,5/8/00,-0.5817,0.994183,418.4364%
S&P 500 Total Return Index,5/9/00,-0.8393,0.991607,414.0852%
S&P 500 Total Return Index,5/10/00,-2.0359,0.979641,403.6189%
S&P 500 Total Return Index,5/11/00,1.8102,1.018102,412.7354%
S&P 500 Total Return Index,5/12/00,0.9361,1.009361,417.5351%
S&P 500 Total Return Index,5/15/00,2.2123,1.022123,428.9846%
S&P 500 Total Return Index,5/16/00,0.9432,1.009432,433.9740%
S&P 500 Total Return Index,5/17/00,-1.235,0.98765,427.3794%
S&P 500 Total Return Index,5/18/00,-0.7267,0.992733,423.5469%
S&P 500 Total Return Index,5/19/00,-2.1018,0.978982,412.5430%
S&P 500 Total Return Index,5/22/00,-0.4428,0.995572,410.2735%
S&P 500 Total Return Index,5/23/00,-1.9163,0.980837,400.4951%
S&P 500 Total Return Index,5/24/00,1.8384,1.018384,409.6962%
S&P 500 Total Return Index,5/25/00,-1.2504,0.987496,403.3230%
S&P 500 Total Return Index,5/26/00,-0.2456,0.997544,402.0868%
S&P 500 Total Return Index,5/30/00,3.2342,1.032342,418.3253%
S&P 500 Total Return Index,5/31/00,-0.1114,0.998886,417.7479%
S&P 500 Total Return Index,6/1/00,1.9879,1.019879,428.0402%
S&P 500 Total Return Index,6/2/00,1.9636,1.019636,438.4088%
S&P 500 Total Return Index,6/5/00,-0.6506,0.993494,434.9059%
S&P 500 Total Return Index,6/6/00,-0.6662,0.993338,431.3423%
S&P 500 Total Return Index,6/7/00,0.939,1.00939,436.3316%
S&P 500 Total Return Index,6/8/00,-0.656,0.99344,432.8133%
S&P 500 Total Return Index,6/9/00,-0.323,0.99677,431.0923%
S&P 500 Total Return Index,6/12/00,-0.7499,0.992501,427.1097%
S&P 500 Total Return Index,6/13/00,1.6331,1.016331,435.7179%
S&P 500 Total Return Index,6/14/00,0.0792,1.000792,436.1422%
S&P 500 Total Return Index,6/15/00,0.557,1.00557,439.1285%
S&P 500 Total Return Index,6/16/00,-0.9543,0.990457,433.9836%
S&P 500 Total Return Index,6/19/00,1.4729,1.014729,441.8486%
S&P 500 Total Return Index,6/20/00,-0.6761,0.993239,438.1852%
S&P 500 Total Return Index,6/21/00,0.216,1.00216,439.3477%
S&P 500 Total Return Index,6/22/00,-1.8188,0.981812,429.5380%
S&P 500 Total Return Index,6/23/00,-0.7366,0.992634,425.6374%
S&P 500 Total Return Index,6/26/00,0.9597,1.009597,430.6820%
S&P 500 Total Return Index,6/27/00,-0.3273,0.996727,428.9451%
S&P 500 Total Return Index,6/28/00,0.3089,1.003089,430.5790%
S&P 500 Total Return Index,6/29/00,-0.8539,0.991461,426.0484%
S&P 500 Total Return Index,6/30/00,0.8487,1.008487,430.5129%
S&P 500 Total Return Index,7/3/00,1.0309,1.010309,435.9820%
S&P 500 Total Return Index,7/5/00,-1.5672,0.984328,427.5821%
S&P 500 Total Return Index,7/6/00,0.7344,1.007344,431.4566%
S&P 500 Total Return Index,7/7/00,1.5265,1.015265,439.5693%
S&P 500 Total Return Index,7/10/00,-0.2218,0.997782,438.3726%
S&P 500 Total Return Index,7/11/00,0.3593,1.003593,440.3069%
S&P 500 Total Return Index,7/12/00,0.8195,1.008195,444.7348%
S&P 500 Total Return Index,7/13/00,0.1969,1.001969,445.8073%
S&P 500 Total Return Index,7/14/00,0.9455,1.009455,450.9679%
S&P 500 Total Return Index,7/17/00,0.0335,1.000335,451.1525%
S&P 500 Total Return Index,7/18/00,-1.108,0.98892,445.0457%
S&P 500 Total Return Index,7/19/00,-0.7839,0.992161,440.7731%
S&P 500 Total Return Index,7/20/00,0.9187,1.009187,445.7412%
S&P 500 Total Return Index,7/21/00,-1.0287,0.989713,440.1272%
S&P 500 Total Return Index,7/24/00,-1.0687,0.989313,434.3548%
S&P 500 Total Return Index,7/25/00,0.6955,1.006955,438.0713%
S&P 500 Total Return Index,7/26/00,-1.494,0.98506,430.0325%
S&P 500 Total Return Index,7/27/00,-0.185,0.99815,429.0519%
S&P 500 Total Return Index,7/28/00,-2.047,0.97953,418.2222%
S&P 500 Total Return Index,7/31/00,0.771,1.00771,422.2177%
S&P 500 Total Return Index,8/1/00,0.5082,1.005082,424.8716%
S&P 500 Total Return Index,8/2/00,0.0492,1.000492,425.1299%
S&P 500 Total Return Index,8/3/00,0.9732,1.009732,430.2404%
S&P 500 Total Return Index,8/4/00,0.7257,1.007257,434.0884%
S&P 500 Total Return Index,8/7/00,1.1222,1.011222,440.0819%
S&P 500 Total Return Index,8/8/00,0.2425,1.002425,441.3916%
S&P 500 Total Return Index,8/9/00,-0.6601,0.993399,437.8179%
S&P 500 Total Return Index,8/10/00,-0.8439,0.991561,433.2793%
S&P 500 Total Return Index,8/11/00,0.7997,1.007997,437.5439%
S&P 500 Total Return Index,8/14/00,1.343,1.01343,444.7631%
S&P 500 Total Return Index,8/15/00,-0.4775,0.995225,442.1619%
S&P 500 Total Return Index,8/16/00,-0.2965,0.997035,440.5544%
S&P 500 Total Return Index,8/17/00,1.0976,1.010976,446.4875%
S&P 500 Total Return Index,8/18/00,-0.2874,0.997126,444.9169%
S&P 500 Total Return Index,8/21/00,0.5209,1.005209,447.7554%
S&P 500 Total Return Index,8/22/00,-0.09,0.9991,447.2624%
S&P 500 Total Return Index,8/23/00,0.5307,1.005307,450.1667%
S&P 500 Total Return Index,8/24/00,0.1562,1.001562,451.0261%
S&P 500 Total Return Index,8/25/00,-0.1224,0.998776,450.3516%
S&P 500 Total Return Index,8/28/00,0.5086,1.005086,453.1507%
S&P 500 Total Return Index,8/29/00,-0.273,0.99727,451.6406%
S&P 500 Total Return Index,8/30/00,-0.4544,0.995456,449.1339%
S&P 500 Total Return Index,8/31/00,1.0055,1.010055,454.6555%
S&P 500 Total Return Index,9/1/00,0.2058,1.002058,455.7970%
S&P 500 Total Return Index,9/5/00,-0.9005,0.990995,450.7920%
S&P 500 Total Return Index,9/6/00,-0.9747,0.990253,445.4234%
S&P 500 Total Return Index,9/7/00,0.6901,1.006901,449.1874%
S&P 500 Total Return Index,9/8/00,-0.5327,0.994673,446.2619%
S&P 500 Total Return Index,9/11/00,-0.3493,0.996507,444.3538%
S&P 500 Total Return Index,9/12/00,-0.4881,0.995119,441.6968%
S&P 500 Total Return Index,9/13/00,0.2194,1.002194,442.8853%
S&P 500 Total Return Index,9/14/00,-0.2699,0.997301,441.4200%
S&P 500 Total Return Index,9/15/00,-1.0169,0.989831,435.9143%
S&P 500 Total Return Index,9/18/00,-1.4513,0.985487,428.1366%
S&P 500 Total Return Index,9/19/00,1.066,1.01066,433.7665%
S&P 500 Total Return Index,9/20/00,-0.5841,0.994159,430.6488%
S&P 500 Total Return Index,9/21/00,-0.1555,0.998445,429.8237%
S&P 500 Total Return Index,9/22/00,-0.0224,0.999776,429.7050%
S&P 500 Total Return Index,9/25/00,-0.6687,0.993313,426.1628%
S&P 500 Total Return Index,9/26/00,-0.8215,0.991785,421.8404%
S&P 500 Total Return Index,9/27/00,-0.0308,0.999692,421.6797%
S&P 500 Total Return Index,9/28/00,2.224,1.02224,433.2818%
S&P 500 Total Return Index,9/29/00,-1.4827,0.985173,425.3749%
S&P 500 Total Return Index,10/2/00,-0.0196,0.999804,425.2719%
S&P 500 Total Return Index,10/3/00,-0.6774,0.993226,421.7137%
S&P 500 Total Return Index,10/4/00,0.5648,1.005648,424.6603%
S&P 500 Total Return Index,10/5/00,0.1547,1.001547,425.4720%
S&P 500 Total Return Index,10/6/00,-1.9,0.981,415.4880%
S&P 500 Total Return Index,10/9/00,-0.4939,0.995061,412.9420%
S&P 500 Total Return Index,10/10/00,-1.0662,0.989338,407.4730%
S&P 500 Total Return Index,10/11/00,-1.6121,0.983879,399.2921%
S&P 500 Total Return Index,10/12/00,-2.5491,0.974509,386.5646%
S&P 500 Total Return Index,10/13/00,3.3384,1.033384,402.8081%
S&P 500 Total Return Index,10/16/00,0.033,1.00033,402.9740%
S&P 500 Total Return Index,10/17/00,-1.7932,0.982068,393.9547%
S&P 500 Total Return Index,10/18/00,-0.5747,0.994253,391.1159%
S&P 500 Total Return Index,10/19/00,3.4749,1.034749,408.1817%
S&P 500 Total Return Index,10/20/00,0.5881,1.005881,411.1703%
S&P 500 Total Return Index,10/23/00,-0.0815,0.999185,410.7537%
S&P 500 Total Return Index,10/24/00,0.1687,1.001687,411.6154%
S&P 500 Total Return Index,10/25/00,-2.3749,0.976251,399.4650%
S&P 500 Total Return Index,10/26/00,-0.0322,0.999678,399.3042%
S&P 500 Total Return Index,10/27/00,1.1154,1.011154,404.8734%
S&P 500 Total Return Index,10/30/00,1.3912,1.013912,411.8972%
S&P 500 Total Return Index,10/31/00,2.1991,1.021991,423.1544%
S&P 500 Total Return Index,11/1/00,-0.5638,0.994362,420.2048%
S&P 500 Total Return Index,11/2/00,0.5072,1.005072,422.8433%
S&P 500 Total Return Index,11/3/00,-0.1124,0.998876,422.2556%
S&P 500 Total Return Index,11/6/00,0.3881,1.003881,424.2825%
S&P 500 Total Return Index,11/7/00,-0.0196,0.999804,424.1797%
S&P 500 Total Return Index,11/8/00,-1.5678,0.984322,415.9616%
S&P 500 Total Return Index,11/9/00,-0.6324,0.993676,412.6987%
S&P 500 Total Return Index,11/10/00,-2.4398,0.975602,400.1899%
S&P 500 Total Return Index,11/13/00,-1.0681,0.989319,394.8473%
S&P 500 Total Return Index,11/14/00,2.3521,1.023521,406.4866%
S&P 500 Total Return Index,11/15/00,0.5084,1.005084,409.0616%
S&P 500 Total Return Index,11/16/00,-1.255,0.98745,402.6729%
S&P 500 Total Return Index,11/17/00,-0.3314,0.996686,401.0070%
S&P 500 Total Return Index,11/20/00,-1.8344,0.981656,391.8166%
S&P 500 Total Return Index,11/21/00,0.3596,1.003596,393.5851%
S&P 500 Total Return Index,11/22/00,-1.854,0.98146,384.4341%
S&P 500 Total Return Index,11/24/00,1.469,1.01469,391.5504%
S&P 500 Total Return Index,11/27/00,0.5367,1.005367,394.1886%
S&P 500 Total Return Index,11/28/00,-0.9445,0.990555,389.5210%
S&P 500 Total Return Index,11/29/00,0.4625,1.004625,391.7850%
S&P 500 Total Return Index,11/30/00,-2.0082,0.979918,381.9090%
S&P 500 Total Return Index,12/1/00,0.0213,1.000213,382.0116%
