Name,ReferenceDate,DailyReturn,Add1InPercentSpace,Total Return
S&P 500 Total Return Index,5/8/03,-1.0031,0.989969,249.8628%
S&P 500 Total Return Index,5/9/03,1.4509,1.014509,254.9390%
S&P 500 Total Return Index,5/12/03,1.2572,1.012572,259.4013%
S&P 500 Total Return Index,5/13/03,-0.2838,0.997162,258.3813%
S&P 500 Total Return Index,5/14/03,-0.2927,0.997073,257.3323%
S&P 500 Total Return Index,5/15/03,0.7988,1.007988,260.1867%
S&P 500 Total Return Index,5/16/03,-0.2393,0.997607,259.3248%
S&P 500 Total Return Index,5/19/03,-2.4895,0.975105,250.3794%
S&P 500 Total Return Index,5/20/03,-0.1136,0.998864,249.9814%
S&P 500 Total Return Index,5/21/03,0.4112,1.004112,251.4205%
S&P 500 Total Return Index,5/22/03,0.915,1.00915,254.6360%
S&P 500 Total Return Index,5/23/03,0.1457,1.001457,255.1527%
S&P 500 Total Return Index,5/27/03,1.957,1.01957,262.1030%
S&P 500 Total Return Index,5/28/03,0.198,1.00198,262.8200%
S&P 500 Total Return Index,5/29/03,-0.3683,0.996317,261.4837%
S&P 500 Total Return Index,5/30/03,1.4736,1.014736,266.8105%
S&P 500 Total Return Index,6/2/03,0.3578,1.003578,268.1230%
S&P 500 Total Return Index,6/3/03,0.4718,1.004718,269.8598%
S&P 500 Total Return Index,6/4/03,1.5407,1.015407,275.5582%
S&P 500 Total Return Index,6/5/03,0.4021,1.004021,277.0683%
S&P 500 Total Return Index,6/6/03,-0.2349,0.997651,276.1826%
S&P 500 Total Return Index,6/9/03,-1.196,0.98804,271.6835%
S&P 500 Total Return Index,6/10/03,0.9148,1.009148,275.0836%
S&P 500 Total Return Index,6/11/03,1.3175,1.013175,280.0254%
S&P 500 Total Return Index,6/12/03,0.1075,1.001075,280.4339%
S&P 500 Total Return Index,6/13/03,-0.9907,0.990093,276.6649%
S&P 500 Total Return Index,6/16/03,2.242,1.02242,285.1098%
S&P 500 Total Return Index,6/17/03,0.091,1.00091,285.4602%
S&P 500 Total Return Index,6/18/03,-0.1477,0.998523,284.8909%
S&P 500 Total Return Index,6/19/03,-1.5223,0.984777,279.0317%
S&P 500 Total Return Index,6/20/03,0.1008,1.001008,279.4137%
S&P 500 Total Return Index,6/23/03,-1.4102,0.985898,274.0633%
S&P 500 Total Return Index,6/24/03,0.1846,1.001846,274.7538%
S&P 500 Total Return Index,6/25/03,-0.8271,0.991729,271.6542%
S&P 500 Total Return Index,6/26/03,1.1148,1.011148,275.7974%
S&P 500 Total Return Index,6/27/03,-0.9714,0.990286,272.1469%
S&P 500 Total Return Index,6/30/03,-0.1763,0.998237,271.4908%
S&P 500 Total Return Index,7/1/03,0.8195,1.008195,274.5352%
S&P 500 Total Return Index,7/2/03,1.1668,1.011668,278.9052%
S&P 500 Total Return Index,7/3/03,-0.8097,0.991903,275.8372%
S&P 500 Total Return Index,7/7/03,1.9005,1.019005,282.9800%
S&P 500 Total Return Index,7/8/03,0.3744,1.003744,284.4139%
S&P 500 Total Return Index,7/9/03,-0.5485,0.994515,282.3054%
S&P 500 Total Return Index,7/10/03,-1.3478,0.986522,277.1527%
S&P 500 Total Return Index,7/11/03,0.9602,1.009602,280.7741%
S&P 500 Total Return Index,7/14/03,0.5745,1.005745,282.9617%
S&P 500 Total Return Index,7/15/03,-0.3427,0.996573,281.6492%
S&P 500 Total Return Index,7/16/03,-0.6326,0.993674,279.2349%
S&P 500 Total Return Index,7/17/03,-1.2336,0.987664,274.5567%
S&P 500 Total Return Index,7/18/03,1.1808,1.011808,278.9795%
S&P 500 Total Return Index,7/21/03,-1.4612,0.985388,273.4418%
S&P 500 Total Return Index,7/22/03,0.9507,1.009507,276.9921%
S&P 500 Total Return Index,7/23/03,0.0524,1.000524,277.1897%
S&P 500 Total Return Index,7/24/03,-0.7085,0.992915,274.5173%
S&P 500 Total Return Index,7/25/03,1.7411,1.017411,281.0380%
S&P 500 Total Return Index,7/28/03,-0.2158,0.997842,280.2157%
S&P 500 Total Return Index,7/29/03,-0.7119,0.992881,277.5090%
S&P 500 Total Return Index,7/30/03,-0.1676,0.998324,276.8763%
S&P 500 Total Return Index,7/31/03,0.3091,1.003091,278.0412%
S&P 500 Total Return Index,8/1/03,-1.0242,0.989758,274.1693%
S&P 500 Total Return Index,8/4/03,0.2726,1.002726,275.1893%
S&P 500 Total Return Index,8/5/03,-1.7625,0.982375,268.5766%
S&P 500 Total Return Index,8/6/03,0.1852,1.001852,269.2592%
S&P 500 Total Return Index,8/7/03,0.7323,1.007323,271.9632%
S&P 500 Total Return Index,8/8/03,0.3564,1.003564,273.2889%
S&P 500 Total Return Index,8/11/03,0.3326,1.003326,274.5305%
S&P 500 Total Return Index,8/12/03,0.9965,1.009965,278.2627%
S&P 500 Total Return Index,8/13/03,-0.6006,0.993994,275.9908%
S&P 500 Total Return Index,8/14/03,0.6596,1.006596,278.4709%
S&P 500 Total Return Index,8/15/03,0.0327,1.000327,278.5946%
S&P 500 Total Return Index,8/18/03,0.9203,1.009203,282.0788%
S&P 500 Total Return Index,8/19/03,0.2621,1.002621,283.0803%
S&P 500 Total Return Index,8/20/03,-0.1954,0.998046,282.3317%
S&P 500 Total Return Index,8/21/03,0.3013,1.003013,283.4837%
S&P 500 Total Return Index,8/22/03,-1.0179,0.989821,279.5802%
S&P 500 Total Return Index,8/25/03,0.0653,1.000653,279.8281%
S&P 500 Total Return Index,8/26/03,0.3053,1.003053,280.9877%
S&P 500 Total Return Index,8/27/03,0.0228,1.000228,281.0746%
S&P 500 Total Return Index,8/28/03,0.6128,1.006128,283.4098%
S&P 500 Total Return Index,8/29/03,0.5224,1.005224,285.4127%
S&P 500 Total Return Index,9/2/03,1.3889,1.013889,290.7657%
S&P 500 Total Return Index,9/3/03,0.4479,1.004479,292.5159%
S&P 500 Total Return Index,9/4/03,0.1692,1.001692,293.1801%
S&P 500 Total Return Index,9/5/03,-0.6388,0.993612,290.6685%
S&P 500 Total Return Index,9/8/03,1.0106,1.010106,294.6165%
S&P 500 Total Return Index,9/9/03,-0.8209,0.991791,291.3771%
S&P 500 Total Return Index,9/10/03,-1.1879,0.988121,286.7280%
S&P 500 Total Return Index,9/11/03,0.5745,1.005745,288.9497%
S&P 500 Total Return Index,9/12/03,0.2182,1.002182,289.7984%
S&P 500 Total Return Index,9/15/03,-0.3726,0.996274,288.3460%
S&P 500 Total Return Index,9/16/03,1.43,1.0143,293.8994%
S&P 500 Total Return Index,9/17/03,-0.3212,0.996788,292.6342%
S&P 500 Total Return Index,9/18/03,1.3271,1.013271,297.8448%
S&P 500 Total Return Index,9/19/03,-0.3134,0.996866,296.5980%
S&P 500 Total Return Index,9/22/03,-1.3012,0.986988,291.4374%
S&P 500 Total Return Index,9/23/03,0.608,1.00608,293.8174%
S&P 500 Total Return Index,9/24/03,-1.9094,0.980906,286.2978%
S&P 500 Total Return Index,9/25/03,-0.5847,0.994153,284.0391%
S&P 500 Total Return Index,9/26/03,-0.6218,0.993782,281.6512%
S&P 500 Total Return Index,9/29/03,0.9786,1.009786,285.3860%
S&P 500 Total Return Index,9/30/03,-1.0553,0.989447,281.3190%
S&P 500 Total Return Index,10/1/03,2.2436,1.022436,289.8743%
S&P 500 Total Return Index,10/2/03,0.2116,1.002116,290.6993%
S&P 500 Total Return Index,10/3/03,0.9417,1.009417,294.3785%
S&P 500 Total Return Index,10/6/03,0.4371,1.004371,296.1023%
S&P 500 Total Return Index,10/7/03,0.4784,1.004784,297.9973%
S&P 500 Total Return Index,10/8/03,-0.49,0.9951,296.0471%
S&P 500 Total Return Index,10/9/03,0.4798,1.004798,297.9473%
S&P 500 Total Return Index,10/10/03,-0.057,0.99943,297.7205%
S&P 500 Total Return Index,10/13/03,0.7025,1.007025,300.5145%
S&P 500 Total Return Index,10/14/03,0.3948,1.003948,302.0957%
S&P 500 Total Return Index,10/15/03,-0.2393,0.997607,301.1335%
S&P 500 Total Return Index,10/16/03,0.3187,1.003187,302.4119%
S&P 500 Total Return Index,10/17/03,-1.0231,0.989769,298.2948%
S&P 500 Total Return Index,10/20/03,0.5155,1.005155,300.3481%
S&P 500 Total Return Index,10/21/03,0.129,1.00129,300.8645%
S&P 500 Total Return Index,10/22/03,-1.4892,0.985108,294.8948%
S&P 500 Total Return Index,10/23/03,0.3324,1.003324,296.2075%
S&P 500 Total Return Index,10/24/03,-0.4696,0.995304,294.3469%
S&P 500 Total Return Index,10/27/03,0.2159,1.002159,295.1983%
S&P 500 Total Return Index,10/28/03,1.5192,1.015192,301.2021%
S&P 500 Total Return Index,10/29/03,0.1445,1.001445,301.7819%
S&P 500 Total Return Index,10/30/03,-0.0846,0.999154,301.4419%
S&P 500 Total Return Index,10/31/03,0.3611,1.003611,302.8916%
S&P 500 Total Return Index,11/3/03,0.7909,1.007909,306.0780%
S&P 500 Total Return Index,11/4/03,-0.5433,0.994567,303.8718%
S&P 500 Total Return Index,11/5/03,-0.1175,0.998825,303.3973%
S&P 500 Total Return Index,11/6/03,0.6017,1.006017,305.8245%
S&P 500 Total Return Index,11/7/03,-0.4371,0.995629,304.0506%
S&P 500 Total Return Index,11/10/03,-0.5714,0.994286,301.7419%
S&P 500 Total Return Index,11/11/03,-0.0518,0.999482,301.5338%
S&P 500 Total Return Index,11/12/03,1.1828,1.011828,306.2831%
S&P 500 Total Return Index,11/13/03,-0.0123,0.999877,306.2332%
S&P 500 Total Return Index,11/14/03,-0.7435,0.992565,303.2128%
S&P 500 Total Return Index,11/17/03,-0.6386,0.993614,300.6379%
S&P 500 Total Return Index,11/18/03,-0.9046,0.990954,297.0137%
S&P 500 Total Return Index,11/19/03,0.8093,1.008093,300.2268%
S&P 500 Total Return Index,11/20/03,-0.8396,0.991604,296.8665%
S&P 500 Total Return Index,11/21/03,0.1627,1.001627,297.5122%
S&P 500 Total Return Index,11/24/03,1.6231,1.016231,303.9642%
S&P 500 Total Return Index,11/25/03,0.1827,1.001827,304.7022%
S&P 500 Total Return Index,11/26/03,0.45,1.0045,306.5234%
S&P 500 Total Return Index,11/28/03,-0.0214,0.999786,306.4364%
S&P 500 Total Return Index,12/1/03,1.1303,1.011303,311.0303%
S&P 500 Total Return Index,12/2/03,-0.3257,0.996743,309.6916%
S&P 500 Total Return Index,12/3/03,-0.1499,0.998501,309.0775%
S&P 500 Total Return Index,12/4/03,0.4755,1.004755,311.0226%
S&P 500 Total Return Index,12/5/03,-0.7663,0.992337,307.8730%
S&P 500 Total Return Index,12/8/03,0.7392,1.007392,310.8880%
S&P 500 Total Return Index,12/9/03,-0.8518,0.991482,307.3880%
S&P 500 Total Return Index,12/10/03,-0.0886,0.999114,307.0271%
S&P 500 Total Return Index,12/11/03,1.1604,1.011604,311.7502%
S&P 500 Total Return Index,12/12/03,0.2733,1.002733,312.8755%
S&P 500 Total Return Index,12/15/03,-0.5643,0.994357,310.5457%
S&P 500 Total Return Index,12/16/03,0.6651,1.006651,313.2762%
S&P 500 Total Return Index,12/17/03,0.1358,1.001358,313.8375%
S&P 500 Total Return Index,12/18/03,1.1942,1.011942,318.7795%
S&P 500 Total Return Index,12/19/03,-0.0447,0.999553,318.5923%
S&P 500 Total Return Index,12/22/03,0.3929,1.003929,320.2370%
S&P 500 Total Return Index,12/23/03,0.2822,1.002822,321.4229%
S&P 500 Total Return Index,12/24/03,-0.1801,0.998199,320.6639%
S&P 500 Total Return Index,12/26/03,0.1692,1.001692,321.3756%
S&P 500 Total Return Index,12/29/03,1.2766,1.012766,326.7549%
S&P 500 Total Return Index,12/30/03,0.0266,1.000266,326.8684%
S&P 500 Total Return Index,12/31/03,0.2068,1.002068,327.7512%
S&P 500 Total Return Index,1/2/04,-0.3013,0.996987,326.4624%
S&P 500 Total Return Index,1/5/04,1.2391,1.012391,331.7467%
S&P 500 Total Return Index,1/6/04,0.1349,1.001349,332.3291%
S&P 500 Total Return Index,1/7/04,0.2615,1.002615,333.4597%
S&P 500 Total Return Index,1/8/04,0.5004,1.005004,335.6287%
S&P 500 Total Return Index,1/9/04,-0.8888,0.991112,331.7568%
S&P 500 Total Return Index,1/12/04,0.4816,1.004816,333.8362%
S&P 500 Total Return Index,1/13/04,-0.5285,0.994715,331.5433%
S&P 500 Total Return Index,1/14/04,0.8325,1.008325,335.1359%
S&P 500 Total Return Index,1/15/04,0.1363,1.001363,335.7290%
S&P 500 Total Return Index,1/16/04,0.6871,1.006871,338.7229%
S&P 500 Total Return Index,1/20/04,-0.0925,0.999075,338.3171%
S&P 500 Total Return Index,1/21/04,0.7841,1.007841,341.7539%
S&P 500 Total Return Index,1/22/04,-0.3186,0.996814,340.3465%
S&P 500 Total Return Index,1/23/04,-0.2077,0.997923,339.4319%
S&P 500 Total Return Index,1/26/04,1.2104,1.012104,344.7508%
S&P 500 Total Return Index,1/27/04,-0.9796,0.990204,340.3940%
S&P 500 Total Return Index,1/28/04,-1.3448,0.986552,334.4716%
S&P 500 Total Return Index,1/29/04,0.5247,1.005247,336.7513%
S&P 500 Total Return Index,1/30/04,-0.2631,0.997369,335.6022%
S&P 500 Total Return Index,2/2/04,0.3667,1.003667,337.1995%
S&P 500 Total Return Index,2/3/04,0.0681,1.000681,337.4973%
S&P 500 Total Return Index,2/4/04,-0.8211,0.991789,333.9050%
S&P 500 Total Return Index,2/5/04,0.1859,1.001859,334.7116%
S&P 500 Total Return Index,2/6/04,1.2605,1.012605,340.1911%
S&P 500 Total Return Index,2/9/04,-0.2383,0.997617,339.1422%
S&P 500 Total Return Index,2/10/04,0.5036,1.005036,341.3537%
S&P 500 Total Return Index,2/11/04,1.1036,1.011036,346.2245%
S&P 500 Total Return Index,2/12/04,-0.479,0.99521,344.0871%
S&P 500 Total Return Index,2/13/04,-0.5377,0.994623,341.6992%
S&P 500 Total Return Index,2/17/04,0.9762,1.009762,346.0111%
S&P 500 Total Return Index,2/18/04,-0.4326,0.995674,344.0816%
S&P 500 Total Return Index,2/19/04,-0.4089,0.995911,342.2658%
S&P 500 Total Return Index,2/20/04,-0.2563,0.997437,341.1322%
S&P 500 Total Return Index,2/23/04,-0.2695,0.997305,339.9434%
S&P 500 Total Return Index,2/24/04,-0.1665,0.998335,339.2109%
S&P 500 Total Return Index,2/25/04,0.4153,1.004153,341.0349%
S&P 500 Total Return Index,2/26/04,0.1369,1.001369,341.6387%
S&P 500 Total Return Index,2/27/04,0.0042,1.000042,341.6573%
S&P 500 Total Return Index,3/1/04,0.9668,1.009668,345.9272%
S&P 500 Total Return Index,3/2/04,-0.5922,0.994078,343.2864%
S&P 500 Total Return Index,3/3/04,0.1956,1.001956,344.1535%
S&P 500 Total Return Index,3/4/04,0.3359,1.003359,345.6454%
S&P 500 Total Return Index,3/5/04,0.1733,1.001733,346.4177%
S&P 500 Total Return Index,3/8/04,-0.8277,0.991723,342.7227%
S&P 500 Total Return Index,3/9/04,-0.5757,0.994243,340.1739%
S&P 500 Total Return Index,3/10/04,-1.4538,0.985462,333.7747%
S&P 500 Total Return Index,3/11/04,-1.4935,0.985065,327.2963%
S&P 500 Total Return Index,3/12/04,1.2466,1.012466,332.6229%
S&P 500 Total Return Index,3/15/04,-1.4323,0.985677,326.4265%
S&P 500 Total Return Index,3/16/04,0.5637,1.005637,328.8303%
S&P 500 Total Return Index,3/17/04,1.1838,1.011838,333.9067%
S&P 500 Total Return Index,3/18/04,-0.1263,0.998737,333.3587%
S&P 500 Total Return Index,3/19/04,-1.1173,0.988827,328.5168%
S&P 500 Total Return Index,3/22/04,-1.2941,0.987059,322.9714%
S&P 500 Total Return Index,3/23/04,-0.1327,0.998673,322.4101%
S&P 500 Total Return Index,3/24/04,-0.2384,0.997616,321.4031%
S&P 500 Total Return Index,3/25/04,1.6362,1.016362,328.2981%
S&P 500 Total Return Index,3/26/04,-0.1015,0.998985,327.8633%
S&P 500 Total Return Index,3/29/04,1.3176,1.013176,333.5009%
S&P 500 Total Return Index,3/30/04,0.4061,1.004061,335.2613%
S&P 500 Total Return Index,3/31/04,-0.0612,0.999388,334.9949%
S&P 500 Total Return Index,4/1/04,0.5296,1.005296,337.2987%
S&P 500 Total Return Index,4/2/04,0.8589,1.008589,341.0546%
S&P 500 Total Return Index,4/5/04,0.7667,1.007667,344.4362%
S&P 500 Total Return Index,4/6/04,-0.1785,0.998215,343.6429%
S&P 500 Total Return Index,4/7/04,-0.6589,0.993411,340.7197%
S&P 500 Total Return Index,4/8/04,-0.1065,0.998935,340.2503%
S&P 500 Total Return Index,4/12/04,0.5185,1.005185,342.5330%
S&P 500 Total Return Index,4/13/04,-1.3716,0.986284,336.4633%
S&P 500 Total Return Index,4/14/04,-0.1099,0.998901,335.9836%
S&P 500 Total Return Index,4/15/04,0.0592,1.000592,336.2417%
S&P 500 Total Return Index,4/16/04,0.5117,1.005117,338.4739%
S&P 500 Total Return Index,4/19/04,0.107,1.00107,338.9431%
S&P 500 Total Return Index,4/20/04,-1.5558,0.984442,332.1140%
S&P 500 Total Return Index,4/21/04,0.538,1.00538,334.4388%
S&P 500 Total Return Index,4/22/04,1.4148,1.014148,340.5852%
S&P 500 Total Return Index,4/23/04,0.0592,1.000592,340.8461%
S&P 500 Total Return Index,4/26/04,-0.4436,0.995564,338.8905%
S&P 500 Total Return Index,4/27/04,0.227,1.00227,339.8868%
S&P 500 Total Return Index,4/28/04,-1.3649,0.986351,333.8827%
S&P 500 Total Return Index,4/29/04,-0.7314,0.992686,330.7093%
S&P 500 Total Return Index,4/30/04,-0.5905,0.994095,328.1660%
S&P 500 Total Return Index,5/3/04,0.9203,1.009203,332.1064%
S&P 500 Total Return Index,5/4/04,0.1854,1.001854,332.9075%
S&P 500 Total Return Index,5/5/04,0.1918,1.001918,333.7378%
S&P 500 Total Return Index,5/6/04,-0.6624,0.993376,330.8648%
S&P 500 Total Return Index,5/7/04,-1.3727,0.986273,324.9503%
S&P 500 Total Return Index,5/10/04,-1.05,0.9895,320.4883%
S&P 500 Total Return Index,5/11/04,0.7873,1.007873,323.7988%
S&P 500 Total Return Index,5/12/04,0.1996,1.001996,324.6447%
S&P 500 Total Return Index,5/13/04,-0.0683,0.999317,324.3547%
S&P 500 Total Return Index,5/14/04,-0.0578,0.999422,324.1094%
S&P 500 Total Return Index,5/17/04,-1.0496,0.989504,319.6579%
S&P 500 Total Return Index,5/18/04,0.6852,1.006852,322.5334%
S&P 500 Total Return Index,5/19/04,-0.2402,0.997598,321.5185%
S&P 500 Total Return Index,5/20/04,0.0481,1.000481,321.7213%
S&P 500 Total Return Index,5/21/04,0.4019,1.004019,323.4162%
S&P 500 Total Return Index,5/24/04,0.1699,1.001699,324.1355%
S&P 500 Total Return Index,5/25/04,1.6107,1.016107,330.9671%
S&P 500 Total Return Index,5/26/04,0.1847,1.001847,331.7631%
S&P 500 Total Return Index,5/27/04,0.5793,1.005793,334.2643%
S&P 500 Total Return Index,5/28/04,-0.0516,0.999484,334.0402%
S&P 500 Total Return Index,6/1/04,0.0468,1.000468,334.2433%
S&P 500 Total Return Index,6/2/04,0.3702,1.003702,335.8509%
S&P 500 Total Return Index,6/3/04,-0.7402,0.992598,332.6247%
S&P 500 Total Return Index,6/4/04,0.527,1.00527,334.9047%
S&P 500 Total Return Index,6/7/04,1.5999,1.015999,341.8627%
S&P 500 Total Return Index,6/8/04,0.1628,1.001628,342.5821%
S&P 500 Total Return Index,6/9/04,-0.9427,0.990573,338.4099%
S&P 500 Total Return Index,6/10/04,0.4593,1.004593,340.4235%
S&P 500 Total Return Index,6/14/04,-0.9587,0.990413,336.2011%
S&P 500 Total Return Index,6/15/04,0.5994,1.005994,338.8157%
S&P 500 Total Return Index,6/16/04,0.1387,1.001387,339.4244%
S&P 500 Total Return Index,6/17/04,-0.1326,0.998674,338.8417%
S&P 500 Total Return Index,6/18/04,0.2625,1.002625,339.9936%
S&P 500 Total Return Index,6/21/04,-0.4151,0.995849,338.1672%
S&P 500 Total Return Index,6/22/04,0.3663,1.003663,339.7722%
S&P 500 Total Return Index,6/23/04,0.851,1.00851,343.5147%
S&P 500 Total Return Index,6/24/04,-0.2781,0.997219,342.2813%
S&P 500 Total Return Index,6/25/04,-0.5447,0.994553,339.8722%
S&P 500 Total Return Index,6/28/04,-0.0791,0.999209,339.5242%
S&P 500 Total Return Index,6/29/04,0.2537,1.002537,340.6393%
S&P 500 Total Return Index,6/30/04,0.4181,1.004181,342.4816%
S&P 500 Total Return Index,7/1/04,-1.0305,0.989695,337.9218%
S&P 500 Total Return Index,7/2/04,-0.313,0.99687,336.5511%
S&P 500 Total Return Index,7/6/04,-0.8145,0.991855,332.9954%
S&P 500 Total Return Index,7/7/04,0.2143,1.002143,333.9233%
S&P 500 Total Return Index,7/8/04,-0.8182,0.991818,330.3730%
S&P 500 Total Return Index,7/9/04,0.3387,1.003387,331.8307%
S&P 500 Total Return Index,7/12/04,0.141,1.00141,332.4395%
S&P 500 Total Return Index,7/13/04,0.075,1.00075,332.7639%
S&P 500 Total Return Index,7/14/04,-0.3252,0.996748,331.3565%
S&P 500 Total Return Index,7/15/04,-0.4302,0.995698,329.5008%
S&P 500 Total Return Index,7/16/04,-0.4768,0.995232,327.4530%
S&P 500 Total Return Index,7/19/04,-0.0444,0.999556,327.2632%
S&P 500 Total Return Index,7/20/04,0.7051,1.007051,330.2758%
S&P 500 Total Return Index,7/21/04,-1.3256,0.986744,324.5721%
S&P 500 Total Return Index,7/22/04,0.2725,1.002725,325.7290%
S&P 500 Total Return Index,7/23/04,-0.9689,0.990311,321.6041%
S&P 500 Total Return Index,7/26/04,-0.1963,0.998037,320.7765%
S&P 500 Total Return Index,7/27/04,0.9928,1.009928,324.9540%
S&P 500 Total Return Index,7/28/04,0.0726,1.000726,325.2625%
S&P 500 Total Return Index,7/29/04,0.4865,1.004865,327.3314%
S&P 500 Total Return Index,7/30/04,0.1178,1.001178,327.8348%
S&P 500 Total Return Index,8/2/04,0.4448,1.004448,329.7378%
S&P 500 Total Return Index,8/3/04,-0.6256,0.993744,327.0494%
S&P 500 Total Return Index,8/4/04,-0.079,0.99921,326.7120%
S&P 500 Total Return Index,8/5/04,-1.6282,0.983718,319.7643%
S&P 500 Total Return Index,8/6/04,-1.5427,0.984573,313.2886%
S&P 500 Total Return Index,8/9/04,0.1205,1.001205,313.7866%
S&P 500 Total Return Index,8/10/04,1.2988,1.012988,319.1609%
S&P 500 Total Return Index,8/11/04,-0.2465,0.997535,318.1276%
S&P 500 Total Return Index,8/12/04,-1.1649,0.988351,313.2569%
S&P 500 Total Return Index,8/13/04,0.1588,1.001588,313.9131%
S&P 500 Total Return Index,8/16/04,1.369,1.01369,319.5796%
S&P 500 Total Return Index,8/17/04,0.228,1.00228,320.5362%
S&P 500 Total Return Index,8/18/04,1.2629,1.012629,325.8472%
S&P 500 Total Return Index,8/19/04,-0.3559,0.996441,324.3316%
S&P 500 Total Return Index,8/20/04,0.6522,1.006522,327.0991%
S&P 500 Total Return Index,8/23/04,-0.2339,0.997661,326.1001%
S&P 500 Total Return Index,8/24/04,0.0482,1.000482,326.3055%
S&P 500 Total Return Index,8/25/04,0.8056,1.008056,329.7398%
S&P 500 Total Return Index,8/26/04,0.0117,1.000117,329.7901%
S&P 500 Total Return Index,8/27/04,0.2545,1.002545,330.8839%
S&P 500 Total Return Index,8/30/04,-0.7677,0.992323,327.5760%
S&P 500 Total Return Index,8/31/04,0.4654,1.004654,329.5659%
S&P 500 Total Return Index,9/1/04,0.1835,1.001835,330.3542%
S&P 500 Total Return Index,9/2/04,1.122,1.01122,335.1828%
S&P 500 Total Return Index,9/3/04,-0.4173,0.995827,333.3667%
S&P 500 Total Return Index,9/7/04,0.6933,1.006933,336.3713%
S&P 500 Total Return Index,9/8/04,-0.4306,0.995694,334.4923%
S&P 500 Total Return Index,9/9/04,0.1899,1.001899,335.3174%
S&P 500 Total Return Index,9/10/04,0.4959,1.004959,337.4761%
S&P 500 Total Return Index,9/13/04,0.1964,1.001964,338.3353%
S&P 500 Total Return Index,9/14/04,0.2237,1.002237,339.3159%
S&P 500 Total Return Index,9/15/04,-0.7031,0.992969,336.2270%
S&P 500 Total Return Index,9/16/04,0.2828,1.002828,337.4607%
S&P 500 Total Return Index,9/17/04,0.4501,1.004501,339.4297%
S&P 500 Total Return Index,9/20/04,-0.562,0.99438,336.9601%
S&P 500 Total Return Index,9/21/04,0.6339,1.006339,339.7300%
S&P 500 Total Return Index,9/22/04,-1.3918,0.986082,333.6098%
S&P 500 Total Return Index,9/23/04,-0.4468,0.995532,331.6725%
S&P 500 Total Return Index,9/24/04,0.1575,1.001575,332.3523%
S&P 500 Total Return Index,9/27/04,-0.5931,0.994069,329.7881%
S&P 500 Total Return Index,9/28/04,0.6102,1.006102,332.4106%
S&P 500 Total Return Index,9/29/04,0.437,1.00437,334.3003%
S&P 500 Total Return Index,9/30/04,-0.0188,0.999812,334.2186%
S&P 500 Total Return Index,10/1/04,1.5181,1.015181,340.8105%
S&P 500 Total Return Index,10/4/04,0.3354,1.003354,342.2890%
S&P 500 Total Return Index,10/5/04,-0.0602,0.999398,342.0227%
S&P 500 Total Return Index,10/6/04,0.7,1.007,345.1169%
S&P 500 Total Return Index,10/7/04,-0.9918,0.990082,340.7022%
S&P 500 Total Return Index,10/8/04,-0.7518,0.992482,337.3890%
S&P 500 Total Return Index,10/11/04,0.2007,1.002007,338.2668%
S&P 500 Total Return Index,10/12/04,-0.2267,0.997733,337.2733%
S&P 500 Total Return Index,10/13/04,-0.7197,0.992803,334.1262%
S&P 500 Total Return Index,10/14/04,-0.9301,0.990699,330.0884%
S&P 500 Total Return Index,10/15/04,0.4455,1.004455,332.0045%
S&P 500 Total Return Index,10/18/04,0.5259,1.005259,334.2764%
S&P 500 Total Return Index,10/19/04,-0.9686,0.990314,330.0700%
S&P 500 Total Return Index,10/20/04,0.046,1.00046,330.2678%
S&P 500 Total Return Index,10/21/04,0.2616,1.002616,331.3934%
S&P 500 Total Return Index,10/22/04,-0.972,0.99028,327.2002%
S&P 500 Total Return Index,10/25/04,-0.0845,0.999155,326.8393%
S&P 500 Total Return Index,10/26/04,1.4875,1.014875,333.1885%
S&P 500 Total Return Index,10/27/04,1.3045,1.013045,338.8394%
S&P 500 Total Return Index,10/28/04,0.2126,1.002126,339.7724%
S&P 500 Total Return Index,10/29/04,0.2457,1.002457,340.8529%
S&P 500 Total Return Index,11/1/04,0.0275,1.000275,340.9742%
S&P 500 Total Return Index,11/2/04,0.003,1.00003,340.9874%
S&P 500 Total Return Index,11/3/04,1.1392,1.011392,346.0111%
S&P 500 Total Return Index,11/4/04,1.6204,1.016204,353.2383%
S&P 500 Total Return Index,11/5/04,0.3896,1.003896,355.0041%
S&P 500 Total Return Index,11/8/04,-0.1014,0.998986,354.5427%
S&P 500 Total Return Index,11/9/04,-0.0296,0.999704,354.4082%
S&P 500 Total Return Index,11/10/04,-0.0818,0.999182,354.0365%
S&P 500 Total Return Index,11/11/04,0.9085,1.009085,358.1614%
S&P 500 Total Return Index,11/12/04,0.921,1.00921,362.3811%
S&P 500 Total Return Index,11/15/04,-0.0194,0.999806,362.2914%
S&P 500 Total Return Index,11/16/04,-0.6995,0.993005,359.0576%
S&P 500 Total Return Index,11/17/04,0.5655,1.005655,361.6536%
S&P 500 Total Return Index,11/18/04,0.137,1.00137,362.2861%
S&P 500 Total Return Index,11/19/04,-1.1129,0.988871,357.1413%
S&P 500 Total Return Index,11/22/04,0.5915,1.005915,359.8453%
S&P 500 Total Return Index,11/23/04,-0.0229,0.999771,359.7400%
S&P 500 Total Return Index,11/24/04,0.4151,1.004151,361.6484%
S&P 500 Total Return Index,11/26/04,0.0879,1.000879,362.0541%
S&P 500 Total Return Index,11/29/04,-0.328,0.99672,360.5386%
S&P 500 Total Return Index,11/30/04,-0.4012,0.995988,358.6909%
